Country,Source,Sector,Gas,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
JOR,Climate Watch,Manufacturing/Construction,CO2,1.30356,1.15004,1.30045,1.29418,1.65409,1.73891,1.74554,1.84892,1.99335,1.98611,2.16791,2.06317,2.08183,2.14284,2.60135,2.95,2.99656,2.96379,2.61046,2.65946,2.30421,2.07526,2.1778,1.90001,2.3552,1.83957,2.15756,1.6442,1.57676,1.19001,0.956152,2.14494,2.24868,1.94113
JOR,Climate Watch,Manufacturing/Construction,N2O,0.002678,0.002362,0.002671,0.002659,0.003422,0.003597,0.003616,0.003825,0.004125,0.004133,0.004501,0.004307,0.004341,0.00448,0.005435,0.006156,0.006245,0.006241,0.005498,0.00562,0.004876,0.004398,0.006347,0.00544,0.007687,0.004937,0.005902,0.004431,0.004727,0.004091,0.00327,0.005424,0.005611,0.004017
JOR,Climate Watch,Other Fuel Combustion,All GHG,0.664486,0.71923,0.855968,0.893597,0.627123,0.939449,0.246737,0.297596,0.268988,0.271941,0.330388,0.328432,0.331385,0.366076,0.389003,0.404944,0.417659,0.489215,0.416332,0.428822,0.404069,0.463587,0.488347,0.244069,0.481211,0.461598,0.544243,0.703615,0.813958,0.728212,0.647556,0.612941,0.700884,0.654691
JOR,Climate Watch,Other Fuel Combustion,CH4,0.00139,0.002569,0.002124,0.001951,0.001393,0.001977,0.000665,0.000761,0.000707,0.000723,0.000914,0.000859,0.000875,0.00095,0.000963,0.000993,0.001017,0.001363,0.001216,0.00125,0.001173,0.001467,0.001683,0.001192,0.001287,0.000978,0.001134,0.001447,0.001723,0.001584,0.001425,0.001341,0.001553,0.001445
JOR,Climate Watch,Other Fuel Combustion,CO2,0.660717,0.714938,0.851099,0.888588,0.623551,0.934188,0.245242,0.295824,0.267372,0.270309,0.32844,0.326494,0.329431,0.363934,0.386734,0.402589,0.415235,0.486411,0.413924,0.426346,0.401726,0.460928,0.485403,0.242457,0.478286,0.459094,0.541289,0.699795,0.809541,0.724262,0.644045,0.609617,0.697084,0.651141
JOR,Climate Watch,Other Fuel Combustion,N2O,0.002379,0.001723,0.002745,0.003058,0.002179,0.003284,0.00083,0.001011,0.000909,0.000909,0.001034,0.001079,0.001079,0.001192,0.001306,0.001362,0.001407,0.001441,0.001192,0.001226,0.00117,0.001192,0.001261,0.00042,0.001638,0.001526,0.00182,0.002373,0.002694,0.002366,0.002086,0.001983,0.002247,0.002105
JOR,Climate Watch,Total excluding LULUCF,All GHG,13.8909,13.9091,18.9532,21.8497,25.1709,24.6132,23.6435,22.9592,21.9594,20.8361,21.178,21.3531,22.2008,22.7928,24.2829,25.8674,26.2658,27.4133,26.647,27.2798,26.932,27.4999,31.0591,30.9184,32.8609,32.8297,32.6194,34.2375,33.2412,31.6835,29.6646,31.0212,33.1399,35.752
JOR,Climate Watch,Total excluding LULUCF,CH4,3.21159,3.3105,6.05561,8.66499,11.1329,9.97751,8.77131,7.55916,6.33093,5.18846,3.96092,4.05213,4.16274,4.26444,4.41536,4.57587,4.70671,4.87639,5.06115,5.07403,5.09204,5.11289,5.17906,5.28715,5.39555,5.53902,5.8096,6.05653,6.32048,6.58474,6.81733,7.09665,7.36409,7.62721
JOR,Climate Watch,Total excluding LULUCF,CO2,10.048,9.86843,12.1293,12.4378,13.2663,13.8471,14.1163,14.6076,14.81,14.8318,16.4681,16.4999,17.1605,17.6008,18.9139,20.222,20.478,21.3503,20.279,20.884,20.4158,20.9218,24.3743,24.0317,25.7931,25.5551,24.978,26.2768,24.9341,23.0483,20.7365,21.719,23.402,25.672
JOR,Climate Watch,Total excluding LULUCF,F-Gas,0.0412715,0.0467541,0.0522368,0.0577194,0.063202,0.0686846,0.0747785,0.0808724,0.0869663,0.0930602,0.0991541,0.136153,0.173152,0.210152,0.247151,0.28415,0.337195,0.39024,0.443285,0.49633,0.549375,0.57831,0.607244,0.636179,0.665113,0.694048,0.779859,0.865671,0.951483,1.03729,1.12311,1.182,1.2409,1.29979
JOR,Climate Watch,Total excluding LULUCF,N2O,0.59005,0.683387,0.716087,0.689169,0.708474,0.719884,0.681093,0.71156,0.731524,0.722795,0.649754,0.66492,0.704442,0.71744,0.706442,0.785428,0.743965,0.79633,0.863546,0.825459,0.874822,0.886884,0.898555,0.963452,1.00716,1.04155,1.05201,1.0385,1.0351,1.01318,0.987673,1.02351,1.13291,1.15295
JOR,Climate Watch,Total including LULUCF,All GHG,13.8909,13.9091,18.9532,21.8497,25.1709,24.6132,23.6435,22.9592,21.9594,20.8361,21.178,21.3531,22.2008,22.7928,24.2829,25.8674,26.2658,27.4133,26.647,27.2798,26.932,27.4999,31.0591,30.9184,32.8609,32.8297,32.6194,34.2375,33.2412,31.6835,29.6646,31.0212,33.1399,35.752
JOR,Climate Watch,Total including LULUCF,CH4,3.21159,3.3105,6.05561,8.66499,11.1329,9.97751,8.77131,7.55916,6.33093,5.18846,3.96092,4.05213,4.16274,4.26444,4.41536,4.57587,4.70671,4.87639,5.06115,5.07403,5.09204,5.11289,5.17906,5.28715,5.39555,5.53902,5.8096,6.05653,6.32048,6.58474,6.81733,7.09665,7.36409,7.62721
JOR,Climate Watch,Total including LULUCF,CO2,10.048,9.86843,12.1293,12.4378,13.2663,13.8471,14.1163,14.6076,14.81,14.8318,16.4681,16.4999,17.1605,17.6008,18.9139,20.222,20.478,21.3503,20.279,20.884,20.4158,20.9218,24.3743,24.0317,25.7931,25.5551,24.978,26.2768,24.9341,23.0483,20.7365,21.719,23.402,25.672
JOR,Climate Watch,Total including LULUCF,F-Gas,0.0412715,0.0467541,0.0522368,0.0577194,0.063202,0.0686846,0.0747785,0.0808724,0.0869663,0.0930602,0.0991541,0.136153,0.173152,0.210152,0.247151,0.28415,0.337195,0.39024,0.443285,0.49633,0.549375,0.57831,0.607244,0.636179,0.665113,0.694048,0.779859,0.865671,0.951483,1.03729,1.12311,1.182,1.2409,1.29979
JOR,Climate Watch,Total including LULUCF,N2O,0.59005,0.683387,0.716087,0.689169,0.708474,0.719884,0.681093,0.71156,0.731524,0.722795,0.649754,0.66492,0.704442,0.71744,0.706442,0.785428,0.743965,0.79633,0.863546,0.825459,0.874822,0.886884,0.898555,0.963452,1.00716,1.04155,1.05201,1.0385,1.0351,1.01318,0.987673,1.02351,1.13291,1.15295
JOR,Climate Watch,Transportation,All GHG,2.79218,2.58905,2.73315,2.81559,2.81695,3.07712,3.13878,3.28808,3.33,3.40522,3.68255,3.79809,3.86079,3.92696,4.50784,4.96651,4.8806,5.21938,4.74895,5.28735,5.35401,5.47278,7.03497,7.28741,7.21624,8.02042,8.49924,9.3446,9.23114,8.68985,7.30194,7.5356,8.03404,7.67063
JOR,Climate Watch,Transportation,CH4,0.016328,0.015563,0.016909,0.017468,0.018086,0.019481,0.020437,0.021178,0.021177,0.021903,0.023967,0.025214,0.025798,0.026295,0.027168,0.028971,0.029648,0.036063,0.033808,0.039184,0.040606,0.041889,0.044461,0.04739,0.046392,0.052335,0.055038,0.062254,0.061188,0.060437,0.049202,0.05346,0.054917,0.052959
JOR,Climate Watch,Transportation,CO2,2.72907,2.52973,2.66972,2.75012,2.75041,3.00489,3.06407,3.21021,3.25159,3.32464,3.59493,3.70687,3.76777,3.83223,4.4042,4.85397,4.76798,5.09153,4.63091,5.15331,5.21671,5.33186,6.86979,7.11398,7.04541,7.82928,8.29738,9.11968,9.00943,8.47635,7.12524,7.34864,7.83824,7.48278
JOR,Climate Watch,Transportation,N2O,0.046784,0.04376,0.046527,0.048003,0.048457,0.05275,0.054275,0.056697,0.057229,0.058678,0.063656,0.066005,0.067225,0.068437,0.076467,0.083564,0.082971,0.091779,0.084235,0.094849,0.096692,0.099039,0.120725,0.12604,0.12444,0.138797,0.146819,0.162664,0.160521,0.153065,0.127502,0.1335,0.140887,0.134887
JOR,Climate Watch,Waste,All GHG,2.82569,2.83453,5.45111,8.03361,10.5873,9.41876,8.24969,7.08019,5.91045,4.74064,3.57082,3.66906,3.7673,3.86554,3.96377,4.06201,4.16025,4.23678,4.31331,4.38984,4.46637,4.5429,4.61943,4.69596,4.77249,4.84902,4.92555,5.19584,5.46567,5.72997,5.99207,6.24743,6.49683,6.7656
JOR,Climate Watch,Waste,CH4,2.76791,2.77367,5.38692,7.96596,10.5163,9.34476,8.17319,7.00162,5.83004,4.65847,3.48689,3.58241,3.67793,3.77345,3.86896,3.96448,4.06,4.13381,4.20762,4.28142,4.35523,4.42904,4.50285,4.57666,4.65046,4.72427,4.79808,5.0696,5.33713,5.59868,5.85607,6.1087,6.35638,6.62451
JOR,Climate Watch,Waste,N2O,0.0577729,0.0608568,0.064185,0.067652,0.0710116,0.0739999,0.0764977,0.0785723,0.0804104,0.082176,0.0839255,0.0866467,0.0893679,0.0920892,0.0948104,0.0975316,0.100253,0.102974,0.105695,0.108416,0.111138,0.113859,0.11658,0.119301,0.122023,0.124744,0.127465,0.12624,0.128535,0.131284,0.136003,0.138736,0.140448,0.141085
JPN,Climate Watch,Agriculture,All GHG,30.4627,30.1845,30.7164,30.9633,31.3259,30.151,28.9592,28.5461,27.3754,27.193,26.9842,26.4138,26.2582,26.0962,26.1248,25.896,25.6832,25.7654,24.838,24.7092,25.0101,23.9928,23.9217,24.0438,23.9082,23.3755,23.265,23.2236,23.1284,23.0118,23.0897,23.0823,22.8658,22.7729
JPN,Climate Watch,Agriculture,CH4,21.2813,21.2548,21.7087,21.9437,22.2745,21.5459,20.5535,20.2878,19.3286,19.1576,18.9239,18.4391,18.3578,18.1694,18.2892,18.1645,18.0423,17.9567,17.7013,17.6797,17.6964,17.221,17.1176,17.0526,16.8073,16.5375,16.3524,16.2648,16.2419,16.1781,16.2412,16.2336,16.111,16.0398
JPN,Climate Watch,Agriculture,N2O,9.1814,8.92973,9.00769,9.01965,9.05142,8.60503,8.40577,8.25833,8.04678,8.03538,8.06029,7.97467,7.90037,7.92676,7.83557,7.73145,7.6409,7.8087,7.13666,7.02952,7.31371,6.77176,6.80406,6.99126,7.10091,6.83795,6.91268,6.95882,6.88645,6.83374,6.84853,6.84869,6.7548,6.73317
JPN,Climate Watch,Building,All GHG,120.847,122.679,126.943,133.054,129.951,138.338,137.465,137.52,141.358,149.099,151.644,151.113,158.836,153.327,153.32,154.236,148.187,143.259,134.676,125.658,126.665,125.371,121.741,127.048,120.549,115.283,111.47,116.045,110.777,109.398,107.252,101.742,97.6059,90.6674
JPN,Climate Watch,Building,CH4,0.481109,0.48463,0.50441,0.516476,0.499597,0.519367,0.519219,0.512277,0.516533,0.539428,0.543789,0.541093,0.817697,0.806248,0.878485,0.893743,0.884481,0.943385,0.885156,0.850035,0.857158,0.87525,0.863861,0.929052,0.90889,0.895099,0.888932,0.943368,0.931426,0.937694,0.868914,0.851988,0.839988,0.814255
JPN,Climate Watch,Building,CO2,120.163,121.99,126.227,132.319,129.238,137.593,136.723,136.787,140.616,148.32,150.857,150.329,157.735,152.247,152.158,153.056,147.038,142.054,133.549,124.58,125.577,124.268,120.657,125.882,119.414,114.171,110.367,114.877,109.63,108.249,106.179,100.699,96.5796,89.6771
JPN,Climate Watch,Building,N2O,0.203221,0.205115,0.210865,0.218273,0.213508,0.225602,0.222855,0.220773,0.224954,0.239551,0.243663,0.242689,0.283549,0.273799,0.28349,0.286562,0.263861,0.261013,0.242062,0.22803,0.230848,0.227373,0.220733,0.23649,0.226116,0.217464,0.214009,0.224434,0.214796,0.211227,0.204404,0.191051,0.18631,0.176087
JPN,Climate Watch,Bunker Fuels,All GHG,31.6087,33.3624,33.7891,35.7768,37.2179,36.9429,31.762,36.3345,38.2897,36.9173,37.2234,33.9603,37.2122,38.11,39.6017,41.9848,39.395,37.7204,35.1672,31.1184,31.6053,32.015,32.755,32.8198,31.8681,33.4116,34.8407,35.1949,36.5382,36.6914,24.6517,27.9789,30.3225,36.1563
JPN,Climate Watch,Bunker Fuels,CH4,0.048093,0.050762,0.051136,0.05696,0.056437,0.053649,0.035911,0.045726,0.048597,0.046174,0.047366,0.04127,0.043508,0.047349,0.049412,0.055065,0.051774,0.051427,0.046952,0.041776,0.040885,0.037295,0.037056,0.036658,0.035278,0.038798,0.040339,0.039009,0.040968,0.041158,0.041807,0.042278,0.041978,0.039502
JPN,Climate Watch,Bunker Fuels,CO2,31.338,33.0767,33.4999,35.4686,36.8994,36.6287,31.4995,36.0308,37.9694,36.6089,36.9119,33.6776,36.9037,37.792,39.2711,41.6322,39.0642,37.402,34.8713,30.8564,31.3404,31.7497,32.4845,32.549,31.6055,33.1349,34.5521,34.9048,36.2366,36.3886,24.4376,27.7398,30.0663,35.8588
JPN,Climate Watch,Bunker Fuels,N2O,0.222596,0.234936,0.238036,0.251253,0.262049,0.260577,0.226514,0.257914,0.271761,0.262225,0.264162,0.241405,0.264916,0.270662,0.281177,0.297471,0.279089,0.266895,0.248942,0.220225,0.224024,0.227925,0.233478,0.23416,0.227377,0.237985,0.248223,0.251162,0.260587,0.261657,0.172275,0.196791,0.214187,0.257998
JPN,Climate Watch,Electricity/Heat,All GHG,438.629,439.182,444.531,428.359,469.965,458.469,464.381,458.943,441.912,468.288,476.386,468.161,498.123,516.733,511.289,520.009,508.522,560.071,533.563,504.56,548.785,606.85,656.761,666.766,635.506,608.944,606.549,589.415,560.898,535.595,515.784,526.873,511.771,481.186
JPN,Climate Watch,Electricity/Heat,CH4,0.335393,0.33135,0.336094,0.310207,0.345484,0.327745,0.324087,0.312552,0.297706,0.306543,0.298527,0.276304,0.298593,0.3115,0.306449,0.3375,0.325252,0.366511,0.360386,0.339268,0.422861,0.48035,0.51713,0.515483,0.488397,0.479726,0.483781,0.512206,0.522264,0.5238,0.512522,0.557176,0.548679,0.553834
JPN,Climate Watch,Electricity/Heat,CO2,437.48,438.031,443.347,427.223,468.703,457.229,463.132,457.701,440.716,467.009,475.071,466.863,496.716,515.247,509.783,518.378,506.958,558.351,531.868,502.944,546.932,604.869,654.622,664.539,633.384,606.847,604.471,587.267,558.772,533.485,513.722,524.664,509.587,479.06
JPN,Climate Watch,Electricity/Heat,N2O,0.813331,0.820025,0.847507,0.82629,0.917495,0.912921,0.924571,0.929645,0.898484,0.9727,1.0165,1.02156,1.10778,1.17454,1.20027,1.29318,1.23873,1.35302,1.33446,1.2767,1.43013,1.50084,1.62142,1.712,1.6339,1.61688,1.59385,1.63638,1.60405,1.58613,1.54959,1.65186,1.6347,1.57166
JPN,Climate Watch,Energy,All GHG,1060.21,1072.01,1082.2,1075.26,1127.61,1138.12,1152.3,1142.12,1104.19,1143.43,1158.97,1147.94,1184.35,1192.67,1186.84,1194.52,1172.48,1208.58,1141.55,1088.38,1144.38,1201.28,1241.63,1253.73,1203.35,1164.9,1150.7,1136.15,1096.26,1059.11,1001.19,1016.75,992.507,947.919
JPN,Climate Watch,Energy,CH4,6.38182,6.537,6.59393,6.56767,6.71587,6.74716,6.92401,6.70342,6.66314,6.85381,6.85632,6.8307,7.02071,7.23843,7.29371,7.36869,7.57886,7.86999,7.64817,7.48649,7.69424,8.26279,8.37869,8.39129,8.21947,7.97793,8.02467,7.99601,7.671,7.43489,7.14928,6.96807,6.79207,6.50012
JPN,Climate Watch,Energy,CO2,1047.3,1058.75,1068.66,1061.69,1113.48,1123.69,1137.46,1127.4,1089.55,1128.39,1143.87,1132.89,1169.19,1177.24,1171.3,1178.77,1156.78,1192.72,1126.21,1073.43,1129.04,1185.37,1225.55,1237.57,1187.69,1149.44,1135.44,1120.79,1081.3,1044.48,987.277,1003.05,978.987,934.786
JPN,Climate Watch,Energy,N2O,6.52834,6.7265,6.94443,7.00085,7.41457,7.68594,7.91531,8.01356,7.97273,8.17904,8.23789,8.21257,8.14563,8.18578,8.24533,8.38304,8.12138,7.99036,7.6918,7.46666,7.6441,7.64239,7.70017,7.77119,7.43405,7.47873,7.23552,7.36616,7.2872,7.19874,6.76254,6.73252,6.72742,6.63325
JPN,Climate Watch,Fugitive Emissions,All GHG,4.88844,5.03046,5.16163,5.13155,5.34832,5.44408,5.63159,5.4552,5.43816,5.62764,5.57177,5.48789,5.16525,5.36111,5.31622,5.40336,5.56099,5.65462,5.54306,5.41062,5.46477,5.9927,6.11478,6.114,5.99303,5.84395,5.75979,5.7728,5.52713,5.35583,5.23312,4.89092,4.73684,4.48694
JPN,Climate Watch,Fugitive Emissions,CH4,3.6077,3.71396,3.72676,3.69591,3.77223,3.74577,3.82575,3.58615,3.56546,3.69154,3.653,3.63132,3.46474,3.66295,3.6267,3.65618,3.92067,4.14609,4.09462,4.01382,4.11701,4.64176,4.7594,4.74807,4.72696,4.5111,4.59268,4.50655,4.23457,4.04532,3.9923,3.7885,3.63442,3.38452
JPN,Climate Watch,Fugitive Emissions,N2O,1.28075,1.3165,1.43487,1.43565,1.5761,1.69831,1.80584,1.86905,1.87271,1.9361,1.91877,1.85656,1.7005,1.69816,1.68952,1.74718,1.64032,1.50853,1.44844,1.39679,1.34776,1.35093,1.35538,1.36593,1.26606,1.33285,1.16711,1.26625,1.29256,1.31051,1.24081,1.10242,1.10242,1.10242
JPN,Climate Watch,Industrial Processes,All GHG,96.1086,102.413,105.78,108.123,116.218,128.386,128.873,124.817,112.701,100.171,95.7333,82.5942,73.0178,70.9675,62.7588,62.4673,65.0939,63.2084,61.4754,56.164,57.4609,59.835,63.1305,66.6906,70.0631,72.4863,75.8393,78.4825,80.0357,81.8877,83.5249,85.1466,84.9887,85.0312
JPN,Climate Watch,Industrial Processes,CH4,0.0993852,0.0950154,0.0870261,0.0839856,0.0887355,0.0946281,0.086934,0.0865464,0.0809354,0.0801691,0.0836098,0.0795979,0.081872,0.0786774,0.0832607,0.0832299,0.0844816,0.080536,0.0760815,0.0751566,0.080686,0.0806958,0.0722983,0.0727257,0.0683279,0.073449,0.0673949,0.0677993,0.0657521,0.0647157,0.0591137,0.0652842,0.0652842,0.0652842
JPN,Climate Watch,Industrial Processes,CO2,38.7,40.35,41.67,41.22,42.3,42.14,42.56,39.93,35.36,35.01,35.09,34.37,32.42,31.94,31.28,32.28,31.99,30.66,28.55,25.31,24.32,24.98,25.62,26.81,26.56,25.94,25.97,26.43,26.18,25.33,24.49,24.4,22.48,20.76
JPN,Climate Watch,Industrial Processes,F-Gas,48.4961,53.5793,55.6652,58.6986,64.7515,77.1575,76.34,74.3776,67.9863,61.3295,54.5841,45.1583,37.6506,36.0431,28.3512,27.5021,30.2247,30.3849,30.5894,28.4502,31.2034,33.1939,36.0151,38.3692,42.0069,45.4063,48.8196,51.078,53.0112,55.6565,58.0096,59.7858,61.5367,63.2876
JPN,Climate Watch,Industrial Processes,N2O,8.81317,8.38852,8.35804,8.11997,9.07814,8.99403,9.88622,10.4231,9.2734,3.75143,5.97562,2.98628,2.86538,2.90575,3.04429,2.60201,2.79477,2.08292,2.25992,2.3287,1.85679,1.58035,1.42312,1.43861,1.42787,1.06655,0.98228,0.906744,0.778776,0.836463,0.966213,0.895496,0.90671,0.918313
JPN,Climate Watch,"Land Use, Land-Use Change and Forestry",All GHG,-76.0153,-76.0153,-76.0153,-76.0654,-76.1086,-76.0827,-76.1126,-76.1293,-76.1438,-76.1234,-76.1346,-154.533,-154.548,-154.558,-154.557,-154.634,-154.69,-154.836,-154.919,-155.058,-155.158,-72.5056,-72.5839,-72.6433,-72.6887,-72.7589,-60.0322,-60.0322,-60.024,-60.04,-60.0387,-24.9967,-24.9991,-25.0145
JPN,Climate Watch,"Land Use, Land-Use Change and Forestry",CH4,0.0076832,0.0076832,0.0076832,0.0076832,0.0076832,0.0076832,0.0107772,0.0081172,0.0082264,0.0095928,0.0109368,0.0041076,0.0058492,0.005642,0.0033432,0.0061992,0.005572,0.0114212,0.0132384,0.0048048,0.0050148,0.008428,0.002716,0.0035532,0.0201964,0.005712,0.0024388,0.0064064,0.0121884,0.0118384,0.0124656,0.0029932,0.0115612,0.0032732
JPN,Climate Watch,"Land Use, Land-Use Change and Forestry",CO2,-76.0291,-76.0291,-76.0291,-76.0791,-76.1223,-76.0965,-76.129,-76.1417,-76.1563,-76.138,-76.1512,-154.54,-154.558,-154.568,-154.563,-154.646,-154.7,-154.857,-154.943,-155.067,-155.167,-72.5213,-72.589,-72.65,-72.7264,-72.7696,-60.0367,-60.0441,-60.0467,-60.062,-60.062,-25.0023,-25.0206,-25.0206
JPN,Climate Watch,"Land Use, Land-Use Change and Forestry",N2O,0.0060685,0.0060685,0.0060685,0.0060685,0.0060685,0.0060685,0.0056445,0.00424,0.0043195,0.005035,0.005724,0.003551,0.0050615,0.004876,0.0028885,0.005353,0.004823,0.009858,0.011448,0.0041605,0.004346,0.0072875,0.0023585,0.003074,0.0174635,0.004929,0.0020935,0.0055385,0.0105205,0.010229,0.0107855,0.002597,0.0099905,0.0028355
JPN,Climate Watch,Manufacturing/Construction,All GHG,260.453,258.734,254.323,252.753,255.162,260.107,259.44,252.278,228.924,231.971,236.605,231.446,233.694,230.796,229.907,232.011,232.727,229.426,209.79,198.176,209.955,216.806,213.271,214.134,207.851,200.19,193.679,194.602,193.637,186.4,170.448,179.742,172.108,165.225
JPN,Climate Watch,Manufacturing/Construction,CH4,0.396031,0.393297,0.384544,0.374488,0.365831,0.378237,0.375489,0.370236,0.341676,0.341358,0.354819,0.340157,0.352355,0.357056,0.35694,0.379966,0.380036,0.387084,0.354152,0.330341,0.35459,0.371132,0.361695,0.371454,0.352839,0.348424,0.339203,0.347712,0.347776,0.338508,0.318857,0.329047,0.323316,0.309761
JPN,Climate Watch,Manufacturing/Construction,CO2,259.462,257.749,253.36,251.814,254.241,259.156,258.497,251.35,228.065,231.113,235.716,230.593,232.815,229.907,229.022,231.073,231.793,228.48,208.927,197.369,209.094,215.906,212.394,213.236,206.997,199.348,192.862,193.765,192.803,185.589,169.683,178.952,171.334,164.483
JPN,Climate Watch,Manufacturing/Construction,N2O,0.595075,0.590919,0.578128,0.564465,0.554627,0.572551,0.568043,0.557919,0.516885,0.516656,0.533496,0.512566,0.526733,0.531311,0.528598,0.557726,0.553087,0.558748,0.508978,0.475791,0.50659,0.528848,0.514529,0.527217,0.501273,0.493742,0.477827,0.489029,0.486392,0.473168,0.446351,0.460285,0.451015,0.432088
JPN,Climate Watch,Other Fuel Combustion,All GHG,18.3419,18.762,18.8184,18.325,17.161,17.3653,21.0197,21.2881,20.6802,20.1357,20.8743,21.6808,23.0564,23.258,23.8126,22.4964,21.0937,21.1774,18.2766,21.1371,18.9959,17.4917,17.3789,16.063,16.0939,17.9085,19.0114,18.0018,15.7406,16.4948,17.3605,15.8126,15.2559,15.3845
JPN,Climate Watch,Other Fuel Combustion,CH4,0.070913,0.07284,0.073319,0.071458,0.067029,0.067968,0.130677,0.141428,0.131924,0.128531,0.131693,0.136542,0.18296,0.185556,0.196368,0.179513,0.173999,0.180342,0.161453,0.170816,0.149069,0.13775,0.146465,0.129324,0.117574,0.124149,0.127825,0.119469,0.106841,0.105243,0.106906,0.114895,0.11038,0.11291
JPN,Climate Watch,Other Fuel Combustion,CO2,18.2314,18.6486,18.7043,18.2138,17.0567,17.2597,20.8334,21.0885,20.4929,19.9532,20.687,21.4866,22.8038,23.0018,23.5423,22.2482,20.854,20.9295,18.0556,20.901,18.7889,17.3004,17.1768,15.8842,15.93,17.7342,18.8311,17.833,15.5902,16.3453,17.2079,15.6525,15.102,15.2274
JPN,Climate Watch,Other Fuel Combustion,N2O,0.039615,0.04059,0.040764,0.039708,0.037218,0.03768,0.0556,0.058182,0.055396,0.053963,0.055615,0.057711,0.069668,0.070555,0.073855,0.068729,0.06578,0.067509,0.059486,0.065301,0.057914,0.053561,0.055579,0.049492,0.046349,0.050179,0.052413,0.049323,0.04354,0.044217,0.045678,0.045233,0.043544,0.044241
JPN,Climate Watch,Total excluding LULUCF,All GHG,1203.33,1221.02,1234.99,1230.33,1290.83,1311.97,1325.03,1309.96,1258.22,1284.21,1294.63,1269.4,1295.59,1301.26,1286.8,1293.48,1273.31,1307.13,1236.93,1177.74,1234.93,1292.84,1336.06,1351.56,1304.09,1267.27,1256.06,1243.83,1205.2,1169.64,1113.21,1130.26,1105.55,1060.85
JPN,Climate Watch,Total excluding LULUCF,CH4,42.1913,42.1497,42.5338,42.4305,42.6262,41.5264,40.3092,39.3912,37.8757,37.4272,36.7598,35.773,35.4058,34.9717,34.6854,34.179,33.7691,33.5112,32.5378,31.8586,31.6685,31.412,31.1043,30.7614,30.054,29.2919,28.8928,28.5279,27.9848,27.5041,27.0959,26.7763,26.4013,25.9864
JPN,Climate Watch,Total excluding LULUCF,CO2,1086.0,1099.1,1110.33,1102.91,1155.78,1165.83,1180.02,1167.33,1124.91,1163.4,1178.96,1167.26,1201.61,1209.18,1202.58,1211.05,1188.77,1223.38,1154.76,1098.74,1153.36,1210.35,1251.17,1264.38,1214.25,1175.38,1161.41,1147.22,1107.48,1069.81,1011.77,1027.45,1001.47,955.546
JPN,Climate Watch,Total excluding LULUCF,F-Gas,48.4961,53.5793,55.6652,58.6986,64.7515,77.1575,76.34,74.3776,67.9863,61.3295,54.5841,45.1583,37.6506,36.0431,28.3512,27.5021,30.2247,30.3849,30.5894,28.4502,31.2034,33.1939,36.0151,38.3692,42.0069,45.4063,48.8196,51.078,53.0112,55.6565,58.0096,59.7858,61.5367,63.2876
JPN,Climate Watch,Total excluding LULUCF,N2O,26.6457,26.1881,26.4618,26.2889,27.6715,27.4536,28.3614,28.8645,27.4471,22.0523,24.3198,21.2073,20.9323,21.0596,21.1824,20.7442,20.5503,19.8541,19.0477,18.687,18.6956,17.8875,17.7676,18.0525,17.7818,17.1861,16.9336,17.0033,16.7218,16.6764,16.337,16.2393,16.1421,16.0287
JPN,Climate Watch,Total including LULUCF,All GHG,1127.32,1145.0,1158.97,1154.26,1214.72,1235.88,1248.92,1233.83,1182.08,1208.09,1218.49,1114.87,1141.05,1146.7,1132.24,1138.84,1118.62,1152.3,1082.02,1022.68,1079.77,1220.34,1263.47,1278.92,1231.41,1194.51,1196.02,1183.8,1145.18,1109.6,1053.17,1105.26,1080.55,1035.83
JPN,Climate Watch,Total including LULUCF,CH4,42.199,42.1574,42.5415,42.4382,42.6339,41.534,40.3199,39.3993,37.884,37.4368,36.7708,35.7771,35.4117,34.9774,34.6888,34.1852,33.7747,33.5227,32.551,31.8634,31.6735,31.4204,31.107,30.765,30.0742,29.2976,28.8952,28.5343,27.997,27.5159,27.1084,26.7793,26.4129,25.9896
JPN,Climate Watch,Total including LULUCF,CO2,1009.97,1023.07,1034.3,1026.83,1079.66,1089.73,1103.89,1091.19,1048.76,1087.27,1102.81,1012.72,1047.05,1054.61,1048.01,1056.41,1034.07,1068.53,999.816,943.674,998.195,1137.83,1178.58,1191.73,1141.53,1102.61,1101.37,1087.18,1047.44,1009.74,951.706,1002.45,976.447,930.525
JPN,Climate Watch,Total including LULUCF,F-Gas,48.4961,53.5793,55.6652,58.6986,64.7515,77.1575,76.34,74.3776,67.9863,61.3295,54.5841,45.1583,37.6506,36.0431,28.3512,27.5021,30.2247,30.3849,30.5894,28.4502,31.2034,33.1939,36.0151,38.3692,42.0069,45.4063,48.8196,51.078,53.0112,55.6565,58.0096,59.7858,61.5367,63.2876
JPN,Climate Watch,Total including LULUCF,N2O,26.6518,26.1942,26.4678,26.2949,27.6776,27.4597,28.3671,28.8688,27.4514,22.0574,24.3255,21.2108,20.9374,21.0645,21.1853,20.7495,20.5551,19.864,19.0591,18.6912,18.6999,17.8948,17.77,18.0555,17.7992,17.191,16.9357,17.0088,16.7323,16.6866,16.3478,16.2419,16.1521,16.0315
