Country,Source,Sector,Gas,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
DNK,Climate Watch,Industrial Processes,CO2,0.7747,0.9926,1.129,1.143,1.168,1.243,1.313,1.312,1.39,1.355,1.385,1.388,1.416,1.33,1.459,1.363,1.395,1.407,1.155,0.7644,0.6722,0.8618,0.8711,0.8671,0.8873,0.9315,1.095,1.194,1.16,1.129,1.227,1.21,1.073,0.9815
DNK,Climate Watch,Industrial Processes,F-Gas,0.0320282,0.0349125,0.0368558,0.139096,0.192614,0.277538,0.386525,0.401805,0.535748,0.686244,0.790147,0.774368,0.803222,0.822154,0.872898,0.922617,0.945421,0.981209,0.981115,1.00531,0.852055,0.773298,0.771726,0.71673,0.659268,0.518271,0.583052,0.494373,0.55806,0.409083,0.406511,0.421936,0.437191,0.452447
DNK,Climate Watch,Industrial Processes,N2O,0.907975,0.833366,0.737908,0.696301,0.706054,0.790573,0.730491,0.741996,0.706762,0.831444,0.87575,0.774248,0.679715,0.783727,0.473376,0.413864,0.377073,0.35926,0.329258,0.33328,0.330052,0.331637,0.327518,0.329783,0.329548,0.330935,0.330195,0.330427,0.331375,0.330391,0.331227,0.3323,0.3323,0.3323
DNK,Climate Watch,"Land Use, Land-Use Change and Forestry",All GHG,1.56967,1.56967,1.56967,1.56902,1.56853,1.57239,1.57029,1.56847,1.56816,1.55047,1.55,1.20402,1.20104,1.19935,1.19577,1.19554,1.19538,1.19711,1.196,1.19439,1.19813,-0.718671,-0.718665,-0.71881,-0.72074,-0.72074,1.84998,1.84864,1.84431,1.83706,1.83368,-0.0965344,-0.109253,-0.109253
DNK,Climate Watch,"Land Use, Land-Use Change and Forestry",CH4,2.52e-05,2.52e-05,2.52e-05,2.52e-05,2.52e-05,2.52e-05,0.0001568,0.0001372,0.0001484,0.0001456,0.0001288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNK,Climate Watch,"Land Use, Land-Use Change and Forestry",CO2,1.56964,1.56964,1.56964,1.569,1.56851,1.57236,1.57006,1.56825,1.56794,1.55025,1.54979,1.20402,1.20104,1.19935,1.19577,1.19554,1.19538,1.19711,1.196,1.19439,1.19813,-0.718671,-0.718665,-0.71881,-0.72074,-0.72074,1.84998,1.84864,1.84431,1.83706,1.83368,-0.0965344,-0.109253,-0.109253
DNK,Climate Watch,"Land Use, Land-Use Change and Forestry",N2O,0.0,0.0,0.0,0.0,0.0,0.0,7.95e-05,7.95e-05,7.95e-05,7.95e-05,7.95e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNK,Climate Watch,Manufacturing/Construction,All GHG,5.48793,5.91793,5.77827,5.71558,5.75577,5.99986,5.9253,5.84295,5.67516,5.73412,5.41543,5.61071,5.2137,5.24694,5.37564,5.18152,5.34659,5.16538,4.67117,3.82844,4.02339,4.00577,3.6951,3.46389,3.46666,3.4068,3.53136,3.78254,3.7737,3.66942,3.76537,4.09833,3.84525,3.36662
DNK,Climate Watch,Manufacturing/Construction,CH4,0.011424,0.012015,0.011657,0.011781,0.011336,0.011259,0.011037,0.011002,0.010807,0.010548,0.010421,0.010811,0.009111,0.009732,0.010242,0.010077,0.010477,0.010992,0.012047,0.01045,0.010877,0.011095,0.008918,0.008032,0.007704,0.008097,0.008023,0.009766,0.010272,0.009996,0.010084,0.010112,0.009521,0.00868
DNK,Climate Watch,Manufacturing/Construction,CO2,5.45985,5.88832,5.74956,5.68676,5.72806,5.97231,5.89826,5.81612,5.64884,5.70845,5.39011,5.58448,5.19137,5.22321,5.35064,5.15701,5.32106,5.13881,4.64251,3.80376,3.99771,3.97964,3.67403,3.44495,3.44848,3.38773,3.51238,3.75958,3.74967,3.646,3.74167,4.07445,3.82262,3.3462
DNK,Climate Watch,Manufacturing/Construction,N2O,0.01666,0.01759,0.017049,0.017038,0.016373,0.016294,0.016,0.01583,0.015514,0.015127,0.014897,0.015422,0.013217,0.014,0.014761,0.014436,0.015051,0.015578,0.016608,0.014235,0.014798,0.015035,0.012156,0.010905,0.01047,0.010968,0.010957,0.013198,0.013761,0.013424,0.013614,0.013764,0.013113,0.011736
DNK,Climate Watch,Other Fuel Combustion,All GHG,2.45709,2.64324,2.4963,2.40714,2.4206,2.31459,2.45051,2.37323,2.3164,2.31627,2.29432,2.20784,2.17077,2.09904,2.06239,2.10143,2.08095,2.00207,1.95499,1.96423,2.00876,1.96221,1.77024,1.81367,1.6593,1.67724,1.65492,1.59009,1.50446,1.46551,1.45742,1.4334,1.4837,1.53669
DNK,Climate Watch,Other Fuel Combustion,CH4,0.057035,0.060573,0.055399,0.051694,0.050982,0.04509,0.040802,0.040617,0.038243,0.034996,0.035373,0.034982,0.031852,0.033804,0.03518,0.037617,0.039662,0.039284,0.038153,0.034656,0.035916,0.034559,0.033701,0.036688,0.032233,0.030212,0.029319,0.027581,0.026594,0.025157,0.023908,0.025274,0.024954,0.024686
DNK,Climate Watch,Other Fuel Combustion,CO2,2.39087,2.57294,2.4317,2.34653,2.36084,2.26139,2.40165,2.32464,2.27026,2.27358,2.25158,2.16593,2.13208,2.05853,2.0204,2.05682,2.03445,1.956,1.91022,1.92296,1.9661,1.92096,1.73036,1.7706,1.62112,1.6411,1.61976,1.55677,1.47239,1.43497,1.42816,1.40268,1.45322,1.50622
DNK,Climate Watch,Other Fuel Combustion,N2O,0.009185,0.009722,0.009199,0.008912,0.008777,0.008113,0.008059,0.007972,0.007894,0.007686,0.007363,0.006932,0.006836,0.006713,0.006807,0.006992,0.006843,0.006777,0.006618,0.006614,0.006736,0.006692,0.006176,0.006379,0.00595,0.005928,0.005845,0.005735,0.005472,0.005382,0.005353,0.005438,0.005525,0.005777
DNK,Climate Watch,Total excluding LULUCF,All GHG,68.9832,79.7971,73.6541,76.1707,79.7848,76.6788,90.0769,80.2315,76.2495,73.2679,69.3912,71.0603,70.2443,75.7553,69.6283,65.9398,73.7098,69.0296,65.5449,62.8692,63.0954,57.7623,52.7725,54.2554,50.0838,47.9494,49.7235,47.391,47.12,43.4163,41.1687,42.6249,40.9044,38.206
DNK,Climate Watch,Total excluding LULUCF,CH4,10.1811,10.4604,10.459,10.5818,10.3411,10.2727,10.2968,10.2321,10.1866,10.1553,10.2839,10.4873,10.2311,10.2167,10.0453,9.88029,9.727,9.70921,9.38972,9.0966,9.29352,9.06053,8.93906,8.81099,8.67845,8.65957,8.67375,8.56103,8.49773,8.32957,8.32576,8.22684,7.71481,7.56922
DNK,Climate Watch,Total excluding LULUCF,CO2,51.9705,62.6848,56.9542,59.2871,63.1598,60.026,73.3625,63.6048,59.6998,56.7103,52.5886,54.2303,53.8291,59.2207,53.7134,50.1904,58.1233,53.4,50.1186,47.9266,48.1192,43.0922,38.2102,39.9542,35.8103,33.691,35.3371,33.1752,33.1411,29.6225,27.3094,29.0644,27.9776,25.6016
DNK,Climate Watch,Total excluding LULUCF,F-Gas,0.0320282,0.0349125,0.0368558,0.139096,0.192614,0.277538,0.386525,0.401805,0.535748,0.686244,0.790147,0.774368,0.803222,0.822154,0.872898,0.922617,0.945421,0.981209,0.981115,1.00531,0.852055,0.773298,0.771726,0.71673,0.659268,0.518271,0.583052,0.494373,0.55806,0.409083,0.406511,0.421936,0.437191,0.452447
DNK,Climate Watch,Total excluding LULUCF,N2O,6.79953,6.61695,6.20401,6.16272,6.0914,6.10255,6.03101,5.99277,5.82739,5.71601,5.72855,5.56836,5.38093,5.49578,4.99662,4.94645,4.91399,4.93919,5.05546,4.84072,4.83071,4.83626,4.85147,4.7735,4.93581,5.08054,5.12956,5.16038,4.92313,5.05515,5.12705,4.91172,4.77482,4.58271
DNK,Climate Watch,Total including LULUCF,All GHG,70.5528,81.3667,75.2237,77.7398,81.3534,78.2512,91.6472,81.8,77.8177,74.8184,70.9411,72.2643,71.4453,76.9547,70.824,67.1353,74.9051,70.2267,66.7409,64.0636,64.2936,57.0436,52.0538,53.5366,49.3631,47.2287,51.5735,49.2396,48.9643,45.2534,43.0024,42.5284,40.7952,38.0967
DNK,Climate Watch,Total including LULUCF,CH4,10.1812,10.4604,10.459,10.5818,10.3411,10.2727,10.297,10.2322,10.1868,10.1555,10.284,10.4873,10.2311,10.2167,10.0453,9.88029,9.727,9.70921,9.38972,9.0966,9.29352,9.06053,8.93906,8.81099,8.67845,8.65957,8.67375,8.56103,8.49773,8.32957,8.32576,8.22684,7.71481,7.56922
DNK,Climate Watch,Total including LULUCF,CO2,53.5401,64.2544,58.5238,60.8561,64.7283,61.5984,74.9326,65.1731,61.2677,58.2606,54.1384,55.4343,55.0301,60.4201,54.9092,51.3859,59.3187,54.5971,51.3146,49.1209,49.3173,42.3735,37.4916,39.2354,35.0896,32.9703,37.1871,35.0238,34.9854,31.4595,29.143,28.9679,27.8683,25.4924
DNK,Climate Watch,Total including LULUCF,F-Gas,0.0320282,0.0349125,0.0368558,0.139096,0.192614,0.277538,0.386525,0.401805,0.535748,0.686244,0.790147,0.774368,0.803222,0.822154,0.872898,0.922617,0.945421,0.981209,0.981115,1.00531,0.852055,0.773298,0.771726,0.71673,0.659268,0.518271,0.583052,0.494373,0.55806,0.409083,0.406511,0.421936,0.437191,0.452447
DNK,Climate Watch,Total including LULUCF,N2O,6.79953,6.61695,6.20401,6.16272,6.0914,6.10255,6.03109,5.99285,5.82747,5.71609,5.72863,5.56836,5.38093,5.49578,4.99662,4.94645,4.91399,4.93919,5.05546,4.84072,4.83071,4.83626,4.85147,4.7735,4.93581,5.08054,5.12956,5.16038,4.92313,5.05515,5.12705,4.91172,4.77482,4.58271
DNK,Climate Watch,Transportation,All GHG,10.4494,11.0255,11.0919,11.2644,11.6919,11.9003,12.0269,12.207,12.2359,12.2643,12.236,12.3287,12.4814,12.9699,13.2707,13.49,13.7874,14.353,14.1941,13.4465,13.2947,12.9641,11.9003,11.6852,11.7805,12.3232,12.4819,12.464,12.627,12.3561,11.345,11.5488,11.4383,11.3856
DNK,Climate Watch,Transportation,CH4,0.064328,0.067849,0.070435,0.072248,0.074713,0.075645,0.076422,0.078258,0.079696,0.079533,0.078975,0.078395,0.07904,0.079753,0.079342,0.0779,0.07724,0.077427,0.074574,0.07085,0.067173,0.068551,0.064442,0.062471,0.062221,0.068478,0.068541,0.066886,0.06432,0.064499,0.059316,0.06092,0.060016,0.060174
DNK,Climate Watch,Transportation,CO2,10.1866,10.7487,10.8078,10.9743,11.3946,11.5985,11.723,11.8975,11.9271,11.9566,11.9312,12.0252,12.1754,12.6557,12.9527,13.1708,13.465,14.0223,13.8706,13.1382,12.9903,12.6437,11.5874,11.3805,11.4728,12.0009,12.1562,12.1424,12.3077,12.0384,11.0476,11.2469,11.1432,11.0925
DNK,Climate Watch,Transportation,N2O,0.1985,0.208949,0.213647,0.217861,0.222572,0.226177,0.227554,0.231266,0.229101,0.228167,0.225799,0.225086,0.226913,0.234474,0.238683,0.241228,0.245122,0.253247,0.248989,0.237475,0.237228,0.251931,0.248481,0.242229,0.245446,0.253849,0.257226,0.254741,0.254915,0.253196,0.238134,0.241004,0.235043,0.232989
DNK,Climate Watch,Waste,All GHG,1.91517,1.88336,1.85497,1.74651,1.66653,1.55226,1.46049,1.35902,1.25615,1.24143,1.23669,1.22272,1.16033,1.14419,0.989446,0.98932,1.01773,0.985558,0.999426,0.893572,0.835548,0.855735,0.828505,0.812349,0.812314,0.781632,0.749268,0.732743,0.723535,0.69995,0.701033,0.670509,0.649602,0.63044
DNK,Climate Watch,Waste,CH4,1.60707,1.60144,1.56953,1.5378,1.43438,1.32713,1.27478,1.17066,1.07733,1.09031,1.07495,1.06645,0.978665,1.00148,0.858252,0.834873,0.887574,0.840322,0.812102,0.77264,0.705029,0.716295,0.706952,0.677909,0.675257,0.640193,0.613065,0.593869,0.583755,0.566547,0.56449,0.537995,0.516454,0.496643
DNK,Climate Watch,Waste,N2O,0.308098,0.281918,0.285437,0.208703,0.232158,0.225124,0.185715,0.188354,0.178829,0.151124,0.161733,0.156278,0.181667,0.142711,0.131194,0.154447,0.130152,0.145236,0.187323,0.120932,0.130519,0.139441,0.121553,0.13444,0.137057,0.141439,0.136203,0.138874,0.13978,0.133403,0.136543,0.132514,0.133148,0.133797
DOM,Climate Watch,Agriculture,All GHG,6.29117,6.6835,6.36714,6.60843,6.57047,6.66383,6.96791,7.10852,7.18465,6.4928,6.23491,6.67915,7.11804,6.88923,7.59214,7.3249,7.51816,8.39708,8.52923,8.85208,9.07781,9.08426,8.9786,9.0281,9.08745,9.16805,9.28419,9.46232,9.9718,9.85207,10.0112,10.1063,9.98364,9.99662
DOM,Climate Watch,Agriculture,CH4,4.74126,5.01776,4.74476,4.97881,4.90781,4.98619,5.2102,5.30034,5.40321,4.90139,4.7034,5.02597,5.2164,5.0809,5.60551,5.33724,5.39472,6.1123,6.28203,6.55,6.66983,6.71225,6.69049,6.71987,6.74129,6.71616,6.77313,6.88565,7.04697,6.97462,7.05652,7.15541,7.23678,7.18211
DOM,Climate Watch,Agriculture,N2O,1.54991,1.66574,1.62238,1.62962,1.66266,1.67764,1.75772,1.80817,1.78144,1.5914,1.53151,1.65318,1.90164,1.80833,1.98663,1.98766,2.12344,2.28478,2.2472,2.30208,2.40798,2.37202,2.28812,2.30823,2.34615,2.45189,2.51106,2.57667,2.92483,2.87745,2.9547,2.95088,2.74686,2.81451
DOM,Climate Watch,Building,All GHG,1.38401,1.37191,1.6801,1.88542,1.87997,2.00546,2.1792,2.35011,1.57411,1.59605,1.82795,1.64602,1.60216,1.42626,1.53977,1.6535,1.83737,1.90965,1.951,1.92922,1.85141,1.73385,1.7331,1.77783,1.84997,1.98267,2.05508,2.03061,2.05816,2.13681,1.96159,2.12887,2.12209,2.16212
DOM,Climate Watch,Building,CH4,0.427128,0.418146,0.409774,0.401884,0.393607,0.385935,0.378488,0.371186,0.454014,0.471881,0.492817,0.482039,0.485247,0.469611,0.462723,0.473406,0.483069,0.487461,0.479094,0.46399,0.466672,0.460364,0.453847,0.45342,0.460483,0.466609,0.47213,0.472151,0.479053,0.485418,0.491856,0.499059,0.503105,0.507387
DOM,Climate Watch,Building,CO2,0.937453,0.934807,1.25125,1.46467,1.46786,1.60115,1.78245,1.96076,1.10042,1.10374,1.31372,1.1431,1.0959,0.936386,1.057,1.15953,1.33326,1.40096,1.45103,1.445,1.36441,1.25347,1.2595,1.30466,1.36943,1.49569,1.56229,1.53783,1.55816,1.63016,1.44828,1.60798,1.59697,1.63251
DOM,Climate Watch,Building,N2O,0.019424,0.01896,0.019075,0.018868,0.018505,0.018378,0.018271,0.018167,0.019672,0.020434,0.021408,0.020878,0.021014,0.020266,0.020049,0.020562,0.021044,0.021228,0.020875,0.020237,0.020326,0.020015,0.019744,0.019753,0.020054,0.020372,0.020658,0.020633,0.020954,0.021236,0.021457,0.021838,0.022013,0.022217
DOM,Climate Watch,Bunker Fuels,All GHG,0.115673,0.11246,0.154232,0.163872,0.157445,0.176724,0.186363,0.199217,0.938243,1.08926,1.18244,1.07962,0.915751,1.16959,1.32061,1.32704,1.30776,1.32382,1.26277,1.27241,1.30776,1.33346,1.32061,1.33989,1.46199,1.54232,1.5616,1.69551,1.70998,1.83358,0.81389,1.34568,1.90004,1.81874
DOM,Climate Watch,Bunker Fuels,CH4,2.2e-05,2.2e-05,3e-05,3.2e-05,3.1e-05,3.4e-05,3.6e-05,3.9e-05,0.000182,0.000212,0.00023,0.00021,0.000178,0.000227,0.000257,0.000258,0.000254,0.000257,0.000245,0.000247,0.000254,0.000259,0.000257,0.00026,0.000284,0.0003,0.000303,0.000329,0.000332,0.000356,0.000158,0.000261,0.000369,0.000353
DOM,Climate Watch,Bunker Fuels,CO2,0.1148,0.111611,0.153067,0.162634,0.156256,0.17539,0.184956,0.197712,0.931159,1.08104,1.17352,1.07147,0.908836,1.16076,1.31064,1.31702,1.29788,1.31383,1.25324,1.2628,1.29788,1.32339,1.31064,1.32977,1.45095,1.53067,1.54981,1.68271,1.69706,1.81974,0.807745,1.33552,1.88569,1.805
DOM,Climate Watch,Bunker Fuels,N2O,0.000851,0.000827,0.001135,0.001206,0.001158,0.0013,0.001371,0.001466,0.006902,0.008013,0.008699,0.007942,0.006737,0.008604,0.009715,0.009762,0.009621,0.009739,0.00929,0.009361,0.009621,0.00981,0.009715,0.009857,0.010755,0.011346,0.011488,0.012473,0.01258,0.013489,0.005987,0.0099,0.013978,0.01338
DOM,Climate Watch,Electricity/Heat,All GHG,3.25612,3.62887,4.36516,4.0224,4.92367,4.97381,5.10641,5.83804,8.74343,9.33284,9.59669,9.94575,10.5502,9.13483,7.9304,8.6363,8.99767,9.13978,9.47058,8.44718,8.96328,9.52356,9.54883,9.21534,10.0961,10.837,10.9858,10.0601,11.1837,12.4905,11.8496,12.3132,12.5668,14.2185
DOM,Climate Watch,Electricity/Heat,CH4,0.00416,0.004215,0.005085,0.004879,0.006412,0.006341,0.006407,0.007415,0.010377,0.011005,0.01136,0.011562,0.011885,0.009447,0.008349,0.008843,0.00883,0.008688,0.008924,0.007828,0.008157,0.008579,0.008364,0.007915,0.008633,0.009531,0.009801,0.009776,0.011835,0.011979,0.008851,0.009834,0.010241,0.011199
DOM,Climate Watch,Electricity/Heat,CO2,3.24433,3.61535,4.34923,4.00693,4.9053,4.95542,5.08758,5.81641,8.7139,9.30146,9.56435,9.91216,10.5142,9.10364,7.90242,8.60652,8.96701,9.10906,9.43868,8.41848,8.93434,9.4929,9.51822,9.18617,10.0636,10.8024,10.9502,10.0251,11.1436,12.4453,11.8043,12.2666,12.5171,14.1649
DOM,Climate Watch,Electricity/Heat,N2O,0.007632,0.009308,0.010845,0.010585,0.011962,0.012054,0.012421,0.014217,0.019151,0.020369,0.020982,0.022029,0.024077,0.021748,0.019626,0.020939,0.021826,0.022033,0.022981,0.020877,0.020789,0.022085,0.022243,0.02126,0.023846,0.025074,0.025787,0.02527,0.02826,0.033262,0.036492,0.036846,0.039418,0.042431
DOM,Climate Watch,Energy,All GHG,7.90394,8.18471,9.52038,9.46104,11.0853,11.7179,12.5248,14.2261,16.4745,17.5126,18.3199,18.5299,20.3321,18.2106,16.8726,18.2536,19.548,19.7062,19.6109,18.8219,19.763,20.0578,20.7878,20.3252,20.1858,22.2922,23.3214,22.2473,24.0217,26.6927,25.1606,27.4649,28.4018,30.2668
DOM,Climate Watch,Energy,CH4,0.455875,0.447576,0.442373,0.439317,0.437704,0.433271,0.428062,0.427155,0.524939,0.545972,0.567832,0.556794,0.564614,0.545671,0.538098,0.549427,0.558468,0.5657,0.553656,0.539772,0.544077,0.543767,0.541491,0.533954,0.5378,0.551224,0.562517,0.563788,0.57768,0.587469,0.583023,0.602303,0.60966,0.616337
DOM,Climate Watch,Energy,CO2,7.37272,7.66113,8.9967,8.93515,10.5487,11.1799,11.9864,13.6763,15.8107,16.8198,17.6026,17.8217,19.6031,17.5132,16.1842,17.5498,18.8335,18.9828,18.9103,18.1342,19.0658,19.3519,20.0765,19.6372,19.5057,21.5815,22.5885,21.5144,23.261,25.9091,24.3908,26.6547,27.5779,29.4317
DOM,Climate Watch,Energy,N2O,0.0753465,0.0759955,0.0813045,0.0865735,0.0988325,0.104708,0.110363,0.122693,0.138824,0.146827,0.149455,0.151396,0.164343,0.151756,0.150276,0.154365,0.156102,0.157681,0.146976,0.147922,0.153132,0.162086,0.169848,0.154061,0.142261,0.159519,0.170349,0.169179,0.183004,0.196116,0.186749,0.207848,0.214242,0.218767
DOM,Climate Watch,Fugitive Emissions,All GHG,0.0014265,0.0014965,0.0015665,0.0016365,0.0017065,0.0021965,0.0026865,0.0031765,0.0036665,0.0035265,0.0033865,0.0030659,0.0027453,0.0024247,0.0021041,0.0017835,0.0014629,0.0011423,0.0008217,0.0005011,0.0001805,0.000201149,0.000266821,0.000227208,0.000227207,0.000234519,0.00022232,0.000242778,0.000263714,0.000303475,0.000338015,0.000452283,0.000484665,0.000484782
DOM,Climate Watch,Fugitive Emissions,CH4,0.0014,0.00147,0.00154,0.00161,0.00168,0.00217,0.00266,0.00315,0.00364,0.0035,0.00336,0.0030394,0.0027188,0.0023982,0.0020776,0.001757,0.0014364,0.0011158,0.0007952,0.0004746,0.000154,0.000174649,0.000240321,0.000200708,0.000200707,0.000208019,0.00019582,0.000216278,0.000237214,0.000276975,0.000311515,0.000425783,0.000458165,0.000458282
DOM,Climate Watch,Fugitive Emissions,N2O,2.65e-05,2.65e-05,2.65e-05,2.65e-05,2.65e-05,2.65e-05,2.65e-05,2.65e-05,2.65e-05,2.65e-05,2.65e-05,2.65e-05,2.65e-05,2.65e-05,2.65e-05,2.65e-05,2.65e-05,2.65e-05,2.65e-05,2.65e-05,2.65e-05,2.65e-05,2.65e-05,2.65e-05,2.65e-05,2.65e-05,2.65e-05,2.65e-05,2.65e-05,2.65e-05,2.65e-05,2.65e-05,2.65e-05,2.65e-05
DOM,Climate Watch,Industrial Processes,All GHG,0.485172,0.559666,0.61436,0.574654,0.576648,0.650042,0.735409,0.821675,0.848641,1.01691,1.11257,1.29392,1.49826,1.52461,1.51095,1.6433,2.16211,2.38493,2.51575,2.48656,2.68838,2.67597,2.74956,2.80915,3.11574,3.21133,3.2872,3.39507,3.53694,3.69181,3.61268,4.18405,4.30341,4.41078
DOM,Climate Watch,Industrial Processes,CH4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOM,Climate Watch,Industrial Processes,CO2,0.4509,0.5228,0.5749,0.5326,0.532,0.6028,0.6777,0.7535,0.77,0.9278,1.013,1.096,1.202,1.13,1.018,1.052,1.454,1.56,1.574,1.428,1.513,1.463,1.499,1.521,1.79,1.848,1.845,1.874,1.937,2.013,1.855,2.319,2.331,2.331
DOM,Climate Watch,Industrial Processes,F-Gas,0.0342716,0.0368657,0.0394598,0.0420538,0.0446479,0.047242,0.0577085,0.0681749,0.0786413,0.0891077,0.0995741,0.197919,0.296264,0.394608,0.492953,0.591298,0.708114,0.82493,0.941746,1.05856,1.17538,1.21297,1.25056,1.28815,1.32574,1.36333,1.4422,1.52107,1.59994,1.67881,1.75768,1.86505,1.97241,2.07978
DOM,Climate Watch,Industrial Processes,N2O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOM,Climate Watch,"Land Use, Land-Use Change and Forestry",All GHG,-0.634641,-0.634641,-0.634641,-0.634641,-0.634641,-0.634641,-0.625263,-0.592327,-0.616177,-0.613945,-0.612617,-0.387933,-0.391812,-0.389755,-0.388626,-0.311545,-0.389941,-0.388162,-0.388626,-0.387179,-0.386975,-1.0975,-1.09617,-1.09217,-1.08726,-1.06039,-0.366544,-0.365567,-0.366667,-0.361226,-0.365475,-1.26671,-1.25981,-1.23781
DOM,Climate Watch,"Land Use, Land-Use Change and Forestry",CH4,0.0092708,0.0092708,0.0092708,0.0092708,0.0092708,0.0092708,0.0185696,0.044324,0.0256676,0.0274232,0.0284592,0.0023604,0.0002828,0.001386,0.0019852,0.043344,0.0012796,0.0022372,0.0019852,0.0027692,0.0028672,0.0013356,0.0020552,0.0042028,0.0068264,0.0212464,7e-05,0.0005964,0.0,0.0029232,0.0006356,0.0010584,0.0047488,0.016548
DOM,Climate Watch,"Land Use, Land-Use Change and Forestry",CO2,-0.649,-0.649,-0.649,-0.649,-0.649,-0.649,-0.649,-0.649,-0.649,-0.649,-0.649,-0.392333,-0.392333,-0.392333,-0.392333,-0.392333,-0.392333,-0.392333,-0.392333,-0.392333,-0.392333,-1.1,-1.1,-1.1,-1.1,-1.1,-0.366667,-0.366667,-0.366667,-0.366667,-0.366667,-1.26867,-1.26867,-1.26867
DOM,Climate Watch,"Land Use, Land-Use Change and Forestry",N2O,0.005088,0.005088,0.005088,0.005088,0.005088,0.005088,0.0051675,0.012349,0.007155,0.007632,0.0079235,0.0020405,0.0002385,0.0011925,0.0017225,0.0374445,0.001113,0.0019345,0.0017225,0.002385,0.002491,0.001166,0.0017755,0.0036305,0.0059095,0.0183645,5.3e-05,0.0005035,0.0,0.0025175,0.0005565,0.000901,0.0041075,0.01431
DOM,Climate Watch,Manufacturing/Construction,All GHG,0.808538,0.766215,0.853398,0.732727,0.930721,1.00477,1.10048,1.28271,1.04317,1.14863,1.30841,1.29087,2.1222,2.10321,1.65313,1.85652,2.48267,2.3462,2.4413,2.4808,2.86995,2.42582,2.59664,3.21004,2.91469,2.9937,3.26533,3.27729,3.21271,3.99297,4.15809,4.6299,5.1815,5.25013
DOM,Climate Watch,Manufacturing/Construction,CH4,0.005225,0.005168,0.006557,0.007985,0.010089,0.009458,0.009243,0.010041,0.009902,0.009483,0.010735,0.010816,0.012424,0.012171,0.012548,0.011639,0.011819,0.011902,0.011829,0.011906,0.012371,0.011338,0.012401,0.012513,0.012651,0.011202,0.012658,0.013656,0.012969,0.013205,0.012837,0.012785,0.011713,0.011568
DOM,Climate Watch,Manufacturing/Construction,CO2,0.796188,0.754036,0.838763,0.714781,0.907881,0.983311,1.07945,1.25976,1.0202,1.12655,1.28341,1.2657,2.09284,2.0744,1.62387,1.82918,2.4546,2.31806,2.41328,2.4525,2.84042,2.39903,2.56737,3.18007,2.88465,2.96694,3.23506,3.24473,3.18183,3.96104,4.12686,4.59848,5.15219,5.22112
DOM,Climate Watch,Manufacturing/Construction,N2O,0.007125,0.007011,0.008078,0.009961,0.012751,0.011998,0.011786,0.012909,0.013069,0.012598,0.014265,0.014353,0.01693,0.016633,0.016713,0.015698,0.016246,0.01624,0.016188,0.016397,0.017164,0.01545,0.01687,0.017458,0.017387,0.015554,0.01761,0.018901,0.017908,0.018726,0.018388,0.018634,0.017597,0.01744
DOM,Climate Watch,Other Fuel Combustion,All GHG,0.083916,0.077461,0.103281,0.090371,0.116191,0.125875,0.148467,0.177515,0.093599,0.093599,0.112964,0.158149,0.167831,0.142011,0.161376,0.193652,0.216245,0.203335,0.17106,0.180743,0.187197,0.161376,0.174287,0.177515,0.142011,0.187197,0.209791,0.196157,0.213709,0.246149,0.212262,0.241623,0.225495,0.228072
DOM,Climate Watch,Other Fuel Combustion,CH4,0.000315,0.000291,0.000388,0.000339,0.000436,0.000473,0.000558,0.000667,0.000352,0.000352,0.000424,0.000594,0.00063,0.000533,0.000606,0.000727,0.000812,0.000764,0.000643,0.000679,0.000703,0.000606,0.000655,0.000667,0.000533,0.000703,0.000788,0.000737,0.000803,0.000925,0.000797,0.000908,0.000847,0.000857
DOM,Climate Watch,Other Fuel Combustion,CO2,0.083422,0.077005,0.102673,0.089839,0.115507,0.125133,0.147592,0.176469,0.093047,0.093047,0.112299,0.157218,0.166843,0.141175,0.160426,0.192512,0.214972,0.202137,0.170052,0.179678,0.186095,0.160426,0.17326,0.176469,0.141175,0.186095,0.208555,0.195002,0.21245,0.244699,0.211012,0.2402,0.224167,0.226728
