year,annex2_OWID,annex1_OWID,nona1_OWID,annex2_PRIMAP,annex1_PRIMAP,nona1_PRIMAP,annex2_GCP_fossil,annex1_GCP_fossil,nona1_GCP_fossil,annex2_GCP_BLUE,annex1_GCP_BLUE,nona1_GCP_BLUE,annex2_GCP_OSCAR,annex1_GCP_OSCAR,nona1_GCP_OSCAR,annex2_GCP_LUCE,annex1_GCP_LUCE,nona1_GCP_LUCE,annex2_EDGAR,annex1_EDGAR,nona1_EDGAR,annex2_ClimateWatch,annex1_ClimateWatch,nona1_ClimateWatch
1833,82.091,83.246,0.003,87.627,88.804,0.018,,,,,,,,,,,,,,,,,,
1834,87.565,88.763,0.000,89.416,90.654,0.018,,,,,,,,,,,,,,,,,,
1835,96.139,97.400,0.000,91.487,92.794,0.019,,,,,,,,,,,,,,,,,,
1836,105.440,106.894,0.000,105.916,107.421,0.021,,,,,,,,,,,,,,,,,,
1837,104.657,106.199,0.000,105.914,107.514,0.021,,,,,,,,,,,,,,,,,,
1838,104.196,105.845,0.000,109.366,111.079,0.022,,,,,,,,,,,,,,,,,,
1839,107.832,109.653,0.000,112.891,114.774,0.023,,,,,,,,,,,,,,,,,,
1840,116.705,118.809,0.000,120.278,122.453,0.024,,,,,,,,,,,,,,,,,,
1841,119.883,122.166,0.000,124.004,126.365,0.025,,,,,,,,,,,,,,,,,,
1842,127.022,129.389,0.000,131.160,133.618,0.027,,,,,,,,,,,,,,,,,,
1843,130.035,132.369,0.000,134.422,136.850,0.028,,,,,,,,,,,,,,,,,,
1844,139.363,141.942,0.024,143.126,145.799,0.029,,,,,,,,,,,,,,,,,,
1845,152.157,155.037,0.036,157.200,160.197,0.031,,,,,,,,,,,,,,,,,,
1846,154.644,157.656,0.046,160.336,163.476,0.033,,,,,,,,,,,,,,,,,,
1847,167.553,170.741,0.056,175.284,178.600,0.035,,,,,,,,,,,,,,,,,,
1848,170.535,173.580,0.064,176.754,179.948,0.037,,,,,,,,,,,,,,,,,,
1849,181.928,184.932,0.116,186.668,189.830,0.039,,,,,,,,,,,,,,,,,,
1850,193.438,196.738,0.110,200.258,203.641,0.043,193.438,196.738,0.110,,,,,,,,,,,,,,,
1851,194.934,198.668,0.110,202.587,206.493,0.045,194.934,198.668,0.110,,,,,,,,,,,,,,,
1852,202.940,207.414,0.181,211.279,215.970,0.051,202.940,207.414,0.181,,,,,,,,,,,,,,,
1853,212.460,217.120,0.117,221.481,226.410,0.060,212.460,217.120,0.117,,,,,,,,,,,,,,,
1854,249.819,255.033,0.005,260.357,265.890,0.071,249.819,255.033,0.005,,,,,,,,,,,,,,,
1855,253.690,260.061,0.199,264.881,271.364,0.080,253.690,260.061,0.199,,,,,,,,,,,,,,,
1856,270.503,277.296,0.949,282.540,289.769,0.087,270.503,277.296,0.949,,,,,,,,,,,,,,,
1857,272.670,279.932,1.249,285.185,292.927,0.094,272.670,279.932,1.249,,,,,,,,,,,,,,,
1858,275.263,283.770,1.779,288.359,297.039,0.525,275.263,283.770,1.779,,,,,,,,,,,,,,,
1859,292.454,300.780,1.792,305.761,314.214,0.790,292.454,300.780,1.792,,,,,,,,,,,,,,,
1860,320.980,330.225,2.073,335.122,344.525,0.825,320.980,330.225,2.073,,,,,,,,,,,,,,,
1861,336.912,347.169,2.022,352.731,363.216,0.699,336.912,347.169,2.022,,,,,,,,,,,,,,,
1862,341.694,353.830,2.161,357.809,370.230,0.744,341.694,353.830,2.161,,,,,,,,,,,,,,,
1863,363.372,377.457,2.078,380.039,394.490,0.815,363.372,377.457,2.078,,,,,,,,,,,,,,,
1864,391.068,407.022,2.503,408.692,425.102,0.798,391.068,407.022,2.503,,,,,,,,,,,,,,,
1865,414.236,432.171,2.681,433.008,451.475,0.785,414.236,432.171,2.681,,,,,,,,,,,,,,,
