measure,year,annex2_OWID,annex1_OWID,annex2_PRIMAP,annex1_PRIMAP,annex2_GCP_fossil,annex1_GCP_fossil,annex2_GCP_BLUE,annex1_GCP_BLUE,annex2_GCP_OSCAR,annex1_GCP_OSCAR,annex2_EDGAR,annex1_EDGAR,annex2_ClimateWatch,annex1_ClimateWatch
ghg_incLUC,1947,43.611,54.391,44.786,55.821,,,,,,,,,,
ghg_incLUC,1948,44.534,54.963,45.403,56.430,,,,,,,,,,
ghg_incLUC,1949,42.831,53.570,43.190,55.028,,,,,,,,,,
ghg_incLUC,1950,41.698,53.123,45.058,56.982,,,,,,,,,,
ghg_incLUC,1951,40.817,52.732,44.366,58.113,,,,,,,,,,
ghg_incLUC,1952,40.243,52.782,42.624,57.153,,,,,,,,,,
ghg_incLUC,1953,39.942,52.957,42.284,57.527,,,,,,,,,,
ghg_incLUC,1954,38.511,52.010,41.226,57.134,,,,,,,,,,
ghg_incLUC,1955,38.794,52.638,41.371,57.662,,,,,,,,,,
ghg_incLUC,1956,39.022,53.235,41.504,58.232,,,,,,,,,,
ghg_incLUC,1957,38.200,52.857,40.661,58.166,,,,,,,,,,
ghg_incLUC,1958,36.974,52.051,39.530,57.496,,,,,,,,,,
ghg_incLUC,1959,35.531,51.632,39.173,56.280,,,,,,,,,,
ghg_incLUC,1960,37.359,53.048,39.606,56.720,,,,,,,,,,
ghg_incLUC,1961,37.461,53.431,39.463,56.569,,,,,,,,,,
ghg_incLUC,1962,39.093,54.382,40.318,57.629,,,,,,,,,,
ghg_incLUC,1963,39.460,55.042,40.739,58.155,,,,,,,,,,
ghg_incLUC,1964,40.237,55.861,41.042,58.551,,,,,,,,,,
ghg_incLUC,1965,40.748,56.431,41.042,58.508,,,,,,,,,,
ghg_incLUC,1966,41.213,56.947,41.314,58.596,,,,,,,,,,
ghg_incLUC,1967,43.044,58.824,41.959,59.284,,,,,,,,,,
ghg_incLUC,1968,43.735,59.664,42.811,59.991,,,,,,,,,,
ghg_incLUC,1969,41.906,57.163,43.327,60.199,,,,,,,,,,
ghg_incLUC,1970,41.681,57.280,43.481,59.897,,,,,,,,,,
ghg_incLUC,1971,42.124,57.760,43.111,59.859,,,,,,,,,,
ghg_incLUC,1972,41.483,56.992,43.484,60.294,,,,,,,,,,
ghg_incLUC,1973,41.732,57.445,43.494,60.162,,,,,,,,,,
ghg_incLUC,1974,40.897,57.037,42.605,59.595,,,,,,,,,,
ghg_incLUC,1975,39.804,56.492,41.129,58.653,,,,,,,,,,
ghg_incLUC,1976,40.201,57.054,41.388,58.767,,,,,,,,,,
ghg_incLUC,1977,39.491,56.145,40.878,58.319,,,,,,,,,,
ghg_incLUC,1978,38.916,55.754,40.701,58.172,,,,,,,,,,
ghg_incLUC,1979,39.758,56.560,40.860,58.091,,,,,,,,,,
ghg_incLUC,1980,38.950,56.515,40.099,57.867,,,,,,,,,,
ghg_incLUC,1981,38.573,55.812,39.516,57.138,,,,,,,,,,
ghg_incLUC,1982,37.486,55.247,37.385,54.949,,,,,,,,,,
ghg_incLUC,1983,36.794,54.455,36.687,54.199,,,,,,,,,,
ghg_incLUC,1984,36.086,53.332,36.472,53.725,,,,,,,,,,
ghg_incLUC,1985,35.069,52.596,35.789,53.361,,,,,,,,,,
ghg_incLUC,1986,34.219,51.567,35.235,52.794,,,,,,,,,,
ghg_incLUC,1987,34.563,51.804,35.179,52.491,,,,,,,,,,
ghg_incLUC,1988,34.880,51.918,35.254,52.139,,,,,,,,,,
ghg_incLUC,1989,35.208,51.693,35.342,51.668,,,,,,,,,,
ghg_incLUC,1990,36.118,52.475,37.823,52.750,,,,,,,38.118,52.259,,
ghg_incLUC,1991,35.615,50.891,37.327,50.487,,,,,,,37.787,51.399,,
ghg_incLUC,1992,36.110,49.641,38.013,49.298,,,,,,,37.705,49.857,,
ghg_incLUC,1993,36.138,48.851,38.060,48.055,,,,,,,38.364,48.529,,
ghg_incLUC,1994,35.374,46.474,41.674,50.388,,,,,,,38.479,48.142,,
ghg_incLUC,1995,35.556,46.185,40.519,48.293,,,,,,,37.941,47.164,,
ghg_incLUC,1996,35.358,46.508,40.951,49.276,,,,,,,37.631,46.010,,
ghg_incLUC,1997,33.869,43.293,41.671,48.809,,,,,,,38.731,46.482,,
ghg_incLUC,1998,35.252,44.809,40.960,48.534,,,,,,,38.834,44.796,,
ghg_incLUC,1999,35.228,44.612,41.192,47.378,,,,,,,37.974,45.186,,
ghg_incLUC,2000,35.779,44.788,41.886,48.316,,,,,,,37.269,45.027,,
ghg_incLUC,2001,35.612,44.824,41.104,47.340,,,,,,,37.295,43.719,,
ghg_incLUC,2002,34.692,43.462,40.027,46.077,,,,,,,37.154,42.854,,
ghg_incLUC,2003,33.192,41.806,37.298,43.492,,,,,,,35.256,41.799,,
ghg_incLUC,2004,33.200,41.738,36.126,41.058,,,,,,,33.911,39.642,,
ghg_incLUC,2005,32.710,41.309,35.822,40.977,,,,,,,32.579,38.203,,
ghg_incLUC,2006,30.936,39.572,34.951,40.266,,,,,,,32.404,38.111,,
ghg_incLUC,2007,30.901,39.750,35.061,40.325,,,,,,,32.318,38.080,,
ghg_incLUC,2008,29.853,38.403,33.520,38.962,,,,,,,30.166,36.144,,
ghg_incLUC,2009,27.633,36.131,32.303,37.015,,,,,,,28.216,33.180,,
ghg_incLUC,2010,27.724,36.435,32.064,36.977,,,,,,,27.683,32.721,,
ghg_incLUC,2011,26.272,34.500,29.452,35.255,,,,,,,28.152,33.411,,
ghg_incLUC,2012,25.449,34.063,28.197,34.833,,,,,,,26.775,31.898,,
ghg_incLUC,2013,25.403,33.646,28.692,33.954,,,,,,,24.855,29.732,,
ghg_incLUC,2014,25.004,32.891,27.842,33.353,,,,,,,24.387,29.193,,
ghg_incLUC,2015,24.537,32.931,26.886,32.284,,,,,,,24.080,28.588,,
ghg_incLUC,2016,24.785,33.442,26.389,32.253,,,,,,,23.221,27.944,,
ghg_incLUC,2017,24.580,33.221,26.132,31.817,,,,,,,24.233,28.993,,
ghg_incLUC,2018,24.401,32.911,26.095,32.180,,,,,,,24.046,29.378,,
ghg_incLUC,2019,23.571,31.858,25.029,31.182,,,,,,,22.797,28.016,,
ghg_incLUC,2020,22.427,30.676,23.914,29.655,,,,,,,21.138,26.151,,
ghg_incLUC,2021,22.664,30.997,23.357,29.860,,,,,,,21.556,27.038,,
ghg_incLUC,2022,22.128,30.270,22.773,27.813,,,,,,,21.298,26.101,,
ghg_incLUC,2023,21.237,29.359,21.692,26.653,,,,,,,22.238,26.857,,
ghg_incLUC,2024,20.895,29.057,24.325,32.229,,,,,,,20.161,24.978,,
