year,annex2_OWID,annex1_OWID,nona1_OWID,annex2_PRIMAP,annex1_PRIMAP,nona1_PRIMAP,annex2_GCP_fossil,annex1_GCP_fossil,nona1_GCP_fossil,annex2_GCP_BLUE,annex1_GCP_BLUE,nona1_GCP_BLUE,annex2_GCP_OSCAR,annex1_GCP_OSCAR,nona1_GCP_OSCAR,annex2_GCP_LUCE,annex1_GCP_LUCE,nona1_GCP_LUCE,annex2_EDGAR,annex1_EDGAR,nona1_EDGAR,annex2_ClimateWatch,annex1_ClimateWatch,nona1_ClimateWatch
1988,10357.964,15944.397,12346.973,10381.370,16043.075,12360.052,,,,10357.964,15944.397,12346.782,10161.039,15692.366,11335.668,10451.412,16246.995,10965.092,,,,,,
1989,10552.348,15971.602,12299.327,10585.138,16092.399,12663.672,,,,10552.348,15971.602,12299.092,10340.869,15721.292,11449.405,10702.191,16356.060,10987.796,,,,,,
1990,11042.836,16523.804,11998.901,9426.617,13531.003,9592.727,,,,11042.836,16523.804,11998.656,10825.386,16243.607,11408.598,11267.408,16985.238,10807.593,9920.884,13734.651,8691.513,8953.221,12608.721,9901.032
1991,10916.920,15821.089,12904.294,9280.844,12591.512,10611.998,,,,10916.920,15821.090,12426.120,10819.406,15560.935,12051.976,11208.962,16368.845,11423.426,9809.668,13254.840,9267.000,8970.948,12179.040,10468.836
1992,11032.404,15000.642,13460.872,9300.530,11747.324,10912.800,,,,11032.404,15000.642,13460.858,10863.827,14689.548,12736.288,11209.907,15398.564,12463.115,9821.839,12613.110,9871.538,9012.178,11583.633,10964.764
1993,11069.990,14784.325,13565.999,9317.309,11410.500,11274.717,,,,11069.991,14784.326,13565.984,10900.587,14466.837,13166.971,11180.805,15130.724,12617.450,10262.109,12541.771,10365.514,9063.529,11378.865,11307.384
1994,11243.098,14569.134,15225.925,9461.405,11005.417,9277.905,,,,11243.098,14569.134,15225.910,11036.955,14220.748,13954.243,11259.739,14783.550,14381.304,10233.635,12367.827,10677.354,9215.373,11217.204,11586.316
1995,11479.994,14643.358,15205.641,9606.238,11010.605,10312.843,,,,11479.994,14643.358,15205.637,11195.038,14301.894,14425.686,11400.757,14796.407,14127.315,10420.542,12541.225,11381.760,9337.922,11285.254,12109.707
1996,11768.993,15318.577,15417.739,9829.218,11454.127,10035.203,,,,11768.992,15318.577,15417.735,11501.495,14885.176,14813.263,11696.929,15485.466,14360.042,10321.984,12214.993,11556.920,9626.259,11531.103,12194.249
1997,11719.245,14721.650,17608.203,9874.313,11115.083,9867.925,,,,11719.246,14721.651,17608.199,11464.374,14409.720,16903.372,11629.918,14846.787,16570.103,10418.102,12063.157,11466.335,9843.450,11600.784,13193.700
1998,11871.520,14836.077,16373.594,9896.504,11342.476,10127.288,,,,11871.520,14836.078,16373.591,11519.580,14440.178,15154.473,11725.858,14878.321,15317.920,10943.612,12160.590,12398.212,9921.120,11606.939,12750.381
1999,11964.586,14892.028,16480.630,10064.356,11084.187,10397.681,,,,11964.586,14892.028,16480.626,11652.110,14546.998,15721.290,11816.973,14934.563,15281.076,10939.378,12584.115,12553.530,9979.013,11653.796,12722.307
2000,12343.612,15120.444,16473.498,10388.888,11514.950,10089.011,,,,12343.612,15120.444,16473.495,12027.120,14845.142,15778.926,12144.958,15113.423,15258.318,11468.819,13431.880,13404.645,10206.536,11927.804,13067.740
2001,12062.583,14838.789,16018.434,10265.488,11352.421,10441.820,,,,12062.583,14838.789,16018.430,11934.127,14790.619,15679.695,11831.088,14857.364,14875.961,11359.529,12887.646,13832.611,10310.841,11856.728,11675.348
2002,12141.363,14834.671,17305.706,10436.915,11562.640,11412.931,,,,12141.363,14834.671,17305.703,11958.023,14754.560,16498.420,11983.923,14928.468,16304.285,11602.529,12938.159,14644.072,10205.566,11748.070,12485.795
2003,12604.286,15481.880,19566.690,10576.734,11909.599,13493.916,,,,12604.286,15481.880,19566.687,12145.850,15059.327,17700.809,12470.675,15600.850,18953.247,10884.795,12491.378,14673.000,10377.339,12031.244,13056.248
2004,12621.779,15474.176,19384.824,10701.803,11661.260,14993.251,,,,12621.779,15474.176,19384.816,12287.886,15200.653,18338.574,12453.223,15586.553,18397.745,11340.385,12837.827,16877.989,10454.376,12083.759,14370.820
2005,12655.530,15565.029,19636.192,10719.889,11772.963,15042.986,,,,12655.529,15565.028,19636.185,12322.681,15296.857,18764.145,12479.478,15699.376,18750.581,10973.366,12435.080,17529.520,10475.358,12114.298,15116.669
2006,12062.339,15085.697,21029.591,10587.531,11729.847,15374.321,,,,12062.339,15085.697,21029.584,12200.102,15295.386,20235.080,11817.112,15132.858,20071.806,11286.702,12854.769,18129.548,10340.755,12078.396,16316.184
2007,12245.004,15411.652,21122.708,10703.073,11850.848,15515.766,,,,12245.004,15411.653,21122.697,12186.012,15351.604,20343.288,12080.703,15571.532,20250.070,11353.718,12964.671,18399.791,10437.432,12218.429,16811.820
2008,12114.864,15209.028,22286.202,10291.628,11523.443,16161.283,,,,12114.863,15209.028,22286.202,11865.972,14958.986,21450.102,12041.950,15482.041,21339.920,10289.389,11877.265,18699.721,10101.657,11851.962,17395.291
2009,11126.981,14279.631,23468.047,9504.658,10458.039,16084.077,,,,11126.981,14279.631,23468.047,10944.546,13981.573,22381.589,11025.970,14450.105,22463.562,9336.806,10537.544,19357.153,9377.870,10911.653,18285.870
2010,11971.367,15371.932,24090.264,9854.411,10954.546,16731.647,,,,11971.367,15371.932,24090.264,11295.816,14590.963,23533.343,11662.111,15326.735,23278.630,9797.183,11129.879,21000.325,9767.287,11427.678,19234.633
2011,11351.737,14545.111,25720.116,9541.993,11109.128,18711.006,,,,11351.737,14545.111,25720.116,11078.931,14233.610,24996.365,11137.526,14697.507,25015.399,10706.794,12278.011,22437.372,9283.719,11339.356,19804.148
2012,11120.898,14621.952,26515.585,9332.958,11282.123,19383.632,,,,11120.898,14621.952,26515.585,10850.454,14190.532,25467.235,11024.784,14860.711,25857.724,10369.498,11877.355,23751.027,9096.813,11111.826,20474.678
2013,11144.905,14404.798,26809.468,9481.513,10880.064,19643.761,,,,11144.905,14404.799,26809.468,10901.095,14044.396,25753.642,11033.458,14688.666,25715.220,9628.899,11060.792,25134.502,9186.090,11112.915,21153.319
2014,10970.984,14052.526,27447.256,9266.070,10807.306,20075.509,,,,10970.984,14052.526,27447.257,10722.044,13716.002,26374.615,10942.526,14468.880,26203.345,9628.408,11058.815,26018.631,8979.157,10854.909,21745.426
2015,10771.815,14174.909,27345.873,9184.143,10772.254,21206.561,,,,10771.816,14174.909,27345.874,10523.381,13682.682,26640.875,10713.284,14559.062,25892.975,9545.397,10864.985,26327.283,8857.939,10683.747,21716.404
2016,10679.072,14108.424,26286.885,8918.961,10662.791,20770.974,,,,10679.072,14108.424,26286.885,10385.027,13573.762,25659.710,10690.884,14541.787,24645.297,9043.562,10398.449,26185.162,9182.323,11188.337,21202.461
2017,10709.638,14193.500,26789.420,8903.478,10602.280,21062.618,,,,10709.638,14193.500,26789.420,10358.175,13578.085,26088.193,10695.705,14577.549,25058.733,9482.384,10860.416,25597.626,9095.181,11165.045,21702.479
2018,10696.427,14132.354,27051.824,9013.564,10886.868,21220.204,,,,10696.427,14132.354,27051.824,10385.567,13624.077,26629.067,10648.192,14383.245,25360.805,9561.460,11193.016,25773.562,9155.908,11287.269,22467.082
2019,10316.994,13609.216,27847.542,8773.585,10717.091,22047.054,,,,10316.994,13609.216,27847.542,10088.455,13239.693,27364.847,10385.340,14037.036,26146.150,9097.395,10728.302,26740.247,8835.235,10909.651,23053.558
2020,9415.199,12545.125,27009.801,7771.244,9399.081,21066.909,,,,9415.199,12545.125,27009.801,9111.215,12059.454,26544.039,9446.306,12936.960,25452.442,7828.892,9238.780,25928.009,7951.205,9907.076,22398.763
2021,9925.438,13223.468,27958.459,8225.413,10329.366,22764.280,,,,9925.438,13223.469,27958.458,9638.514,12774.579,27610.643,9999.731,13686.124,26725.929,8406.854,10125.704,26751.367,8836.843,10698.970,23723.895
2022,9827.357,13132.476,28775.569,8314.121,9885.084,24553.034,,,,9827.357,13132.476,28775.569,9540.273,12645.291,28367.774,9947.673,13625.092,27538.393,8399.283,9829.870,27337.322,8816.981,10579.121,24050.743
2023,9454.675,12787.903,29512.031,7842.497,9386.425,25056.964,,,,9454.675,12787.903,29512.032,9177.939,12320.180,29128.962,9589.583,13294.734,28265.850,9195.010,10630.899,28489.263,8392.787,10137.644,25066.627
2024,9347.727,12730.995,29816.877,8643.204,11451.157,24069.856,,,,9347.727,12730.996,29816.877,9082.916,12271.410,29348.511,9503.454,13243.557,28602.248,8072.820,9574.747,28693.155,,,
