measure,year,annex2_OWID,annex1_OWID,non_annex1_OWID,annex2_PRIMAP,annex1_PRIMAP,non_annex1_PRIMAP,annex2_GCP_fossil,annex1_GCP_fossil,non_annex1_GCP_fossil,annex2_GCP_BLUE,annex1_GCP_BLUE,non_annex1_GCP_BLUE,annex2_GCP_OSCAR,annex1_GCP_OSCAR,non_annex1_GCP_OSCAR,annex2_GMST,annex1_GMST
co2_incLUC,1968,9102.779,12351.000,7502.708,8510.136,12062.055,7047.927,,,,9102.779,12351.000,7502.631,8421.584,11325.777,6510.451,48.153,63.783
co2_incLUC,1969,9073.234,12355.328,9065.782,9053.761,12712.767,7318.694,,,,9073.234,12355.328,9065.650,8836.418,11886.530,7118.963,48.078,63.716
co2_incLUC,1970,9433.923,13011.200,9052.806,9607.934,13309.056,7699.274,,,,9433.923,13011.200,9052.601,9322.448,12596.104,7776.603,48.004,63.662
co2_incLUC,1971,9527.586,13090.857,8992.776,9472.673,13244.295,7733.728,,,,9527.587,13090.857,8992.527,9479.191,12748.282,7772.362,47.946,63.622
co2_incLUC,1972,9744.622,13402.103,9971.946,9880.245,13769.956,7850.137,,,,9744.622,13402.104,9971.690,9776.370,13182.871,7952.183,47.869,63.558
co2_incLUC,1973,10142.714,13968.674,9881.332,10276.800,14263.344,8182.012,,,,10142.714,13968.674,9881.087,10176.486,13724.167,8248.613,47.806,63.514
co2_incLUC,1974,9893.064,13806.355,9971.064,9964.015,14012.094,8341.569,,,,9893.064,13806.355,9970.745,9954.287,13642.659,8429.190,47.722,63.458
co2_incLUC,1975,9563.835,13634.519,9894.815,9534.321,13729.491,8526.888,,,,9563.835,13634.519,9894.485,9567.038,13363.592,8634.350,47.617,63.394
co2_incLUC,1976,10041.337,14289.133,9948.370,10109.979,14459.648,8976.269,,,,10041.337,14289.133,9948.132,10010.826,14007.681,8889.107,47.523,63.345
co2_incLUC,1977,10419.695,14771.840,10898.955,10198.146,14647.776,9241.641,,,,10419.695,14771.840,10898.680,10108.224,14222.631,9217.076,47.412,63.274
co2_incLUC,1978,10499.709,15014.120,11212.774,10455.738,15020.124,9533.309,,,,10499.710,15014.120,11212.572,10287.269,14520.813,9598.196,47.291,63.194
co2_incLUC,1979,10722.336,15188.069,10500.963,10720.686,15299.467,9682.798,,,,10722.336,15188.069,10500.739,10514.467,14742.777,9545.231,47.202,63.147
co2_incLUC,1980,10470.843,15222.822,10591.092,10338.017,15026.342,9606.478,,,,10470.843,15222.822,10590.835,10255.226,14715.506,9502.589,47.094,63.098
co2_incLUC,1981,10087.187,14563.036,10596.503,9961.086,14510.741,9717.752,,,,10087.186,14563.036,10596.243,9845.634,14088.190,9497.989,46.982,63.032
co2_incLUC,1982,9597.017,14161.383,10410.565,9507.506,14117.930,10598.345,,,,9597.017,14161.383,10410.334,9401.113,13736.400,9621.874,46.853,62.960
co2_incLUC,1983,9726.594,14380.710,10900.240,9462.872,14118.761,10974.083,,,,9726.593,14380.710,10900.002,9305.696,13648.347,9968.300,46.712,62.872
co2_incLUC,1984,9872.873,14577.372,11968.970,9705.074,14410.758,11495.159,,,,9872.873,14577.372,11968.812,9594.984,14009.600,10545.804,46.552,62.754
co2_incLUC,1985,9860.831,14857.026,12670.642,9755.897,14710.353,11934.779,,,,9860.832,14857.027,12670.481,9622.065,14341.426,11220.213,46.363,62.615
co2_incLUC,1986,9756.517,14802.403,13255.824,9723.356,14715.500,12235.729,,,,9756.517,14802.403,13255.663,9590.059,14296.214,11688.738,46.161,62.458
co2_incLUC,1987,9992.506,14990.610,12944.210,9981.701,14988.269,12548.690,,,,9992.506,14990.610,12944.045,9821.583,14549.349,11808.561,45.981,62.318
co2_incLUC,1988,10295.872,15332.401,12958.968,10350.453,15362.818,13042.973,,,,10295.872,15332.401,12958.778,10123.091,14874.130,12153.904,45.816,62.189
co2_incLUC,1989,10485.145,15365.202,12905.727,10553.686,15425.792,13335.348,,,,10485.145,15365.202,12905.492,10301.276,14914.560,12256.137,45.668,62.065
co2_incLUC,1990,10981.573,15927.812,12594.893,9397.622,12959.110,10170.048,,,,10981.573,15927.812,12594.648,10789.064,15453.284,12198.921,45.549,61.969
co2_incLUC,1991,10858.024,15504.479,13220.904,9250.839,12303.793,10904.050,,,,10858.024,15504.480,12742.731,10781.518,15162.603,12450.308,45.419,61.838
co2_incLUC,1992,10956.936,14925.174,13536.340,9266.222,11713.015,10950.700,,,,10956.936,14925.173,13536.326,10822.409,14648.130,12777.706,45.309,61.690
co2_incLUC,1993,10995.789,14710.124,13640.200,9281.247,11374.438,11316.329,,,,10995.790,14710.125,13640.185,10855.551,14421.800,13212.008,45.204,61.532
co2_incLUC,1994,11168.339,14494.375,15300.683,9428.132,10972.144,9316.495,,,,11168.339,14494.375,15300.669,10995.644,14179.436,13995.554,45.079,61.320
co2_incLUC,1995,11407.597,14570.962,15278.038,9572.407,10976.775,10351.936,,,,11407.597,14570.962,15278.034,11153.099,14259.955,14467.625,44.966,61.114
co2_incLUC,1996,11706.003,15255.588,15480.728,9797.502,11422.411,10071.846,,,,11706.003,15255.588,15480.724,11462.053,14845.733,14852.705,44.850,60.921
co2_incLUC,1997,11658.313,14660.718,17669.135,9841.358,11082.128,9906.036,,,,11658.314,14660.718,17669.131,11423.117,14368.463,16944.629,44.693,60.644
co2_incLUC,1998,11848.843,14813.400,16396.271,9890.472,11336.443,10133.646,,,,11848.843,14813.401,16396.268,11512.926,14433.524,15161.127,44.585,60.430
co2_incLUC,1999,11942.659,14870.102,16502.556,10058.393,11078.224,10405.805,,,,11942.660,14870.102,16502.553,11643.313,14538.201,15730.087,44.480,60.218
co2_incLUC,2000,12319.548,15096.380,16497.562,10382.907,11508.969,10100.652,,,,12319.548,15096.380,16497.559,12015.544,14833.565,15790.503,44.392,60.017
co2_incLUC,2001,12037.284,14813.490,16043.732,10259.415,11346.347,10453.655,,,,12037.284,14813.490,16043.729,11922.310,14778.803,15691.511,44.307,59.830
co2_incLUC,2002,12105.230,14798.538,17341.839,10430.745,11556.470,11424.657,,,,12105.230,14798.538,17341.835,11945.940,14742.476,16510.503,44.200,59.610
co2_incLUC,2003,12571.710,15449.305,19599.266,10571.150,11904.014,13505.061,,,,12571.710,15449.305,19599.263,12133.296,15046.774,17713.362,44.057,59.346
co2_incLUC,2004,12586.757,15439.153,19419.846,10695.956,11655.413,15004.930,,,,12586.757,15439.153,19419.839,12275.457,15188.224,18351.003,43.921,59.092
co2_incLUC,2005,12622.008,15531.507,19669.713,10713.783,11766.857,15054.874,,,,12622.008,15531.507,19669.706,12310.158,15284.334,18776.668,43.782,58.840
co2_incLUC,2006,12027.618,15050.976,21064.313,10586.274,11728.589,15381.602,,,,12027.618,15050.976,21064.305,12186.563,15281.846,20248.619,43.601,58.547
co2_incLUC,2007,12211.621,15378.269,21156.091,10701.597,11849.372,15524.019,,,,12211.621,15378.269,21156.081,12171.807,15337.399,20357.494,43.425,58.267
co2_incLUC,2008,12127.228,15221.392,22273.838,10290.096,11521.911,16169.335,,,,12127.227,15221.392,22273.838,11845.310,14938.323,21470.764,43.230,57.961
co2_incLUC,2009,11071.749,14224.398,23523.279,9503.061,10456.442,16092.346,,,,11071.749,14224.399,23523.280,10936.818,13973.845,22389.317,42.992,57.616
co2_incLUC,2010,11895.232,15295.797,24166.399,9852.808,10952.944,16737.860,,,,11895.232,15295.797,24166.399,11294.884,14590.031,23534.274,42.756,57.276
co2_incLUC,2011,11269.467,14462.842,25802.385,9540.485,11107.621,18718.382,,,,11269.467,14462.842,25802.385,11077.163,14231.841,24998.134,42.487,56.895
co2_incLUC,2012,11063.984,14565.038,26572.498,9331.406,11280.571,19392.306,,,,11063.985,14565.039,26572.499,10846.607,14186.685,25471.083,42.206,56.510
co2_incLUC,2013,11104.181,14364.075,26850.192,9479.791,10878.342,19652.265,,,,11104.181,14364.075,26850.192,10896.143,14039.444,25758.593,41.936,56.133
co2_incLUC,2014,10941.716,14023.258,27476.524,9264.250,10805.487,20084.989,,,,10941.716,14023.257,27476.525,10714.336,13708.294,26382.324,41.665,55.749
co2_incLUC,2015,10737.214,14140.307,27380.475,9181.930,10770.041,21216.996,,,,10737.215,14140.308,27380.475,10514.603,13673.904,26649.653,41.394,55.380
co2_incLUC,2016,10646.071,14075.423,26319.886,8916.985,10660.815,20780.042,,,,10646.071,14075.423,26319.886,10377.181,13565.916,25667.556,41.149,55.049
co2_incLUC,2017,10681.157,14165.019,26817.901,8901.823,10600.625,21070.098,,,,10681.157,14165.019,26817.901,10350.882,13570.793,26095.485,40.903,54.719
co2_incLUC,2018,10669.892,14105.819,27078.359,9011.628,10884.933,21227.289,,,,10669.892,14105.819,27078.359,10378.054,13616.565,26636.580,40.661,54.390
co2_incLUC,2019,10306.180,13598.403,27858.355,8771.626,10715.132,22052.100,,,,10306.181,13598.403,27858.355,10082.316,13233.555,27370.986,40.408,54.048
co2_incLUC,2020,9381.068,12510.993,27043.932,7769.418,9397.254,21071.345,,,,9381.068,12510.993,27043.932,9105.141,12053.379,26550.113,40.156,53.713
co2_incLUC,2021,9900.200,13198.230,27983.697,8223.418,10327.372,22768.910,,,,9900.200,13198.230,27983.697,9632.007,12768.072,27617.150,39.904,53.378
co2_incLUC,2022,9805.889,13111.008,28797.037,8312.049,9883.013,24557.771,,,,9805.889,13111.008,28797.037,9533.203,12638.220,28374.845,39.647,53.036
co2_incLUC,2023,9434.886,12768.114,29531.821,7840.368,9384.297,25061.781,,,,9434.886,12768.114,29531.821,9170.793,12313.034,29136.108,39.377,52.684
co2_incLUC,2024,9328.730,12711.999,29835.874,8641.151,11449.105,24074.684,,,,9328.730,12711.999,29835.874,9075.401,12263.895,29356.026,39.109,52.337
ghg_excLUC,1850,375.324,451.719,230.605,608.538,805.610,757.790,,,,,,,,,,,
ghg_excLUC,1851,377.222,454.879,230.577,614.065,813.995,759.213,,,,,,,,,,68.613,80.698
ghg_excLUC,1852,387.491,466.759,230.704,627.680,830.761,760.709,,,,,,,,,,68.953,81.052
ghg_excLUC,1853,400.152,480.441,230.707,643.593,849.230,762.197,,,,,,,,,,69.393,81.446
ghg_excLUC,1854,445.605,527.311,230.666,692.777,901.346,763.664,,,,,,,,,,70.389,82.179
ghg_excLUC,1855,451.437,535.244,230.934,701.781,913.680,765.098,,,,,,,,,,71.014,82.698
ghg_excLUC,1856,472.505,557.571,231.735,725.990,940.886,766.465,,,,,,,,,,71.563,83.153
ghg_excLUC,1857,476.111,562.515,232.112,732.441,950.099,767.810,,,,,,,,,,71.979,83.522
ghg_excLUC,1858,479.735,568.363,232.806,738.925,959.834,769.603,,,,,,,,,,72.269,83.821
ghg_excLUC,1859,501.616,590.795,232.950,762.946,985.666,771.134,,,,,,,,,,72.650,84.156
ghg_excLUC,1860,536.458,627.410,233.314,800.308,1026.084,772.319,,,,,,,,,,73.131,84.549
ghg_excLUC,1861,555.284,648.157,233.668,822.720,1051.491,774.237,,,,,,,,,,73.562,84.919
ghg_excLUC,1862,561.017,656.719,234.248,830.752,1063.403,776.347,,,,,,,,,,73.882,85.233
ghg_excLUC,1863,586.740,685.359,236.234,858.826,1095.463,780.005,,,,,,,,,,74.149,85.492
ghg_excLUC,1864,619.494,720.930,237.098,894.264,1134.792,782.036,,,,,,,,,,74.441,85.772
ghg_excLUC,1865,646.908,751.338,237.714,924.596,1169.174,784.070,,,,,,,,,,74.721,86.051
ghg_excLUC,1866,662.588,770.406,239.009,942.206,1191.281,786.472,,,,,,,,,,74.981,86.326
ghg_excLUC,1867,694.863,806.146,238.889,978.496,1232.090,788.540,,,,,,,,,,75.230,86.603
ghg_excLUC,1868,707.630,821.872,239.570,994.071,1251.678,790.656,,,,,,,,,,75.448,86.861
ghg_excLUC,1869,740.268,857.683,240.029,1029.273,1291.151,793.032,,,,,,,,,,75.675,87.124
ghg_excLUC,1870,749.832,870.182,241.844,1042.057,1307.955,796.527,,,,,,,,,,75.824,87.328
ghg_excLUC,1871,781.980,908.308,243.711,1079.561,1353.496,802.029,,,,,,,,,,75.950,87.505
ghg_excLUC,1872,849.239,979.347,245.606,1154.483,1434.660,807.560,,,,,,,,,,76.136,87.697
ghg_excLUC,1873,892.270,1025.691,247.303,1204.996,1491.268,813.815,,,,,,,,,,76.320,87.871
ghg_excLUC,1874,841.854,979.993,249.377,1158.748,1452.892,820.672,,,,,,,,,,76.330,87.947
ghg_excLUC,1875,900.450,1040.929,250.507,1228.320,1527.975,827.711,,,,,,,,,,76.388,88.033
ghg_excLUC,1876,901.483,1053.142,252.147,1237.194,1551.845,834.929,,,,,,,,,,76.357,88.088
ghg_excLUC,1877,917.686,1070.250,253.519,1261.041,1579.680,841.781,,,,,,,,,,76.325,88.126
ghg_excLUC,1878,916.964,1075.376,257.588,1266.164,1593.749,849.127,,,,,,,,,,76.245,88.130
ghg_excLUC,1879,969.421,1132.774,259.093,1327.404,1662.720,855.104,,,,,,,,,,76.184,88.142
ghg_excLUC,1880,1075.545,1243.577,261.385,1445.995,1788.386,861.138,,,,,,,,,,76.191,88.183
ghg_excLUC,1881,1108.000,1279.392,263.509,1479.886,1827.924,868.737,,,,,,,,,,76.199,88.216
ghg_excLUC,1882,1160.296,1335.271,265.942,1539.327,1893.165,876.748,,,,,,,,,,76.229,88.253
ghg_excLUC,1883,1218.815,1402.260,268.626,1604.223,1968.845,884.839,,,,,,,,,,76.275,88.310
ghg_excLUC,1884,1226.058,1413.738,271.331,1616.308,1987.285,892.608,,,,,,,,,,76.278,88.339
ghg_excLUC,1885,1228.084,1421.578,273.360,1623.788,2002.806,899.961,,,,,,,,,,76.239,88.348
ghg_excLUC,1886,1241.635,1438.519,275.293,1641.183,2025.774,907.743,,,,,,,,,,76.183,88.340
ghg_excLUC,1887,1294.067,1495.383,278.523,1699.212,2090.436,916.876,,,,,,,,,,76.141,88.333
ghg_excLUC,1888,1414.101,1624.233,282.179,1828.200,2230.525,924.613,,,,,,,,,,76.154,88.355
ghg_excLUC,1889,1404.994,1623.423,286.345,1824.166,2237.096,934.013,,,,,,,,,,76.119,88.352
ghg_excLUC,1890,1516.783,1744.509,288.696,1945.401,2370.740,945.371,,,,,,,,,,76.139,88.386
ghg_excLUC,1891,1574.823,1812.959,292.481,2011.860,2450.034,953.629,,,,,,,,,,76.160,88.427
ghg_excLUC,1892,1584.313,1823.530,296.646,2027.357,2468.814,962.917,,,,,,,,,,76.155,88.447
ghg_excLUC,1893,1549.526,1799.544,301.639,1999.405,2454.153,973.768,,,,,,,,,,76.082,88.439
ghg_excLUC,1894,1601.453,1854.710,306.157,2059.360,2519.563,982.402,,,,,,,,,,76.050,88.444
ghg_excLUC,1895,1679.933,1946.647,312.052,2146.449,2622.697,994.767,,,,,,,,,,76.012,88.454
ghg_excLUC,1896,1725.253,1999.256,316.757,2198.753,2684.621,1004.600,,,,,,,,,,75.988,88.465
ghg_excLUC,1897,1792.040,2080.030,321.524,2274.632,2777.150,1015.051,,,,,,,,,,75.964,88.483
ghg_excLUC,1898,1870.877,2175.389,328.549,2362.109,2883.555,1027.460,,,,,,,,,,75.943,88.512
ghg_excLUC,1899,2031.800,2350.612,333.520,2536.018,3074.366,1037.664,,,,,,,,,,75.963,88.565
ghg_excLUC,1900,2132.079,2465.038,335.309,2649.141,3203.920,1045.323,,,,,,,,,,75.982,88.626
ghg_excLUC,1901,2185.580,2529.585,344.542,2707.110,3276.621,1062.902,,,,,,,,,,75.984,88.676
ghg_excLUC,1902,2242.979,2583.194,350.347,2770.732,3339.787,1073.935,,,,,,,,,,76.003,88.721
ghg_excLUC,1903,2444.101,2787.810,358.910,2984.216,3560.152,1088.575,,,,,,,,,,76.085,88.782
ghg_excLUC,1904,2455.121,2811.055,367.569,2999.209,3591.202,1103.065,,,,,,,,,,76.140,88.831
ghg_excLUC,1905,2617.370,2971.378,374.105,3171.386,3764.463,1112.994,,,,,,,,,,76.258,88.894
ghg_excLUC,1906,2712.136,3087.410,389.762,3274.946,3893.187,1149.860,,,,,,,,,,76.349,88.943
ghg_excLUC,1907,3052.108,3452.978,421.989,3638.204,4286.450,1165.557,,,,,,,,,,76.484,89.010
ghg_excLUC,1908,2905.933,3316.435,434.670,3499.965,4161.685,1189.884,,,,,,,,,,76.525,89.025
ghg_excLUC,1909,3024.171,3446.260,441.433,3620.562,4297.528,1197.005,,,,,,,,,,76.584,89.053
ghg_excLUC,1910,3179.981,3599.685,449.555,3788.402,4466.062,1209.225,,,,,,,,,,76.671,89.086
ghg_excLUC,1911,3212.963,3644.392,465.413,3824.999,4514.308,1242.565,,,,,,,,,,76.734,89.096
ghg_excLUC,1912,3354.339,3816.360,466.184,3983.741,4705.021,1242.661,,,,,,,,,,76.803,89.127
ghg_excLUC,1913,3612.760,4095.868,491.430,4257.259,5001.197,1272.860,,,,,,,,,,76.905,89.166
ghg_excLUC,1914,3294.273,3734.304,491.368,3929.615,4631.392,1286.760,,,,,,,,,,76.939,89.145
ghg_excLUC,1915,3255.432,3681.291,495.977,3890.947,4579.721,1306.530,,,,,,,,,,76.968,89.103
ghg_excLUC,1916,3498.521,3945.560,517.901,4138.975,4851.936,1334.551,,,,,,,,,,77.015,89.063
ghg_excLUC,1917,3660.971,4104.115,538.766,4285.143,4995.529,1362.618,,,,,,,,,,77.090,89.016
ghg_excLUC,1918,3682.891,4027.186,548.415,4320.659,4929.724,1380.636,,,,,,,,,,77.239,88.943
ghg_excLUC,1919,3268.210,3492.074,578.421,3893.431,4381.069,1420.462,,,,,,,,,,77.348,88.789
ghg_excLUC,1920,3709.582,4010.295,622.597,4347.956,4914.060,1470.031,,,,,,,,,,77.470,88.658
ghg_excLUC,1921,3195.086,3498.350,645.313,3819.517,4390.957,1505.508,,,,,,,,,,77.471,88.463
ghg_excLUC,1922,3370.601,3677.499,651.845,4015.186,4593.552,1526.954,,,,,,,,,,77.491,88.284
ghg_excLUC,1923,3866.185,4163.924,669.651,4527.522,5100.663,1558.139,,,,,,,,,,77.576,88.136
ghg_excLUC,1924,3854.191,4169.928,691.134,4525.673,5122.012,1593.879,,,,,,,,,,77.629,87.978
ghg_excLUC,1925,3889.729,4204.039,690.920,4591.179,5190.002,1608.955,,,,,,,,,,77.663,87.819
ghg_excLUC,1926,3786.813,4134.487,691.327,4488.874,5126.051,1632.311,,,,,,,,,,77.654,87.657
ghg_excLUC,1927,4127.581,4518.108,702.905,4861.867,5550.252,1660.601,,,,,,,,,,77.652,87.515
ghg_excLUC,1928,4079.090,4490.078,716.995,4805.980,5517.221,1702.973,,,,,,,,,,77.630,87.369
ghg_excLUC,1929,4362.153,4807.431,736.210,5109.880,5858.911,1744.119,,,,,,,,,,77.613,87.235
ghg_excLUC,1930,3986.243,4459.407,742.377,4717.213,5498.174,1771.011,,,,,,,,,,77.501,87.072
ghg_excLUC,1931,3509.811,4016.543,736.390,4226.147,5044.838,1769.754,,,,,,,,,,77.303,86.884
ghg_excLUC,1932,3122.196,3633.021,754.220,3826.213,4651.203,1795.824,,,,,,,,,,77.030,86.639
ghg_excLUC,1933,3268.902,3803.604,783.410,3981.179,4832.167,1838.864,,,,,,,,,,76.749,86.393
ghg_excLUC,1934,3496.042,4095.501,837.421,4222.937,5142.057,1912.315,,,,,,,,,,76.455,86.159
ghg_excLUC,1935,3617.741,4261.206,888.217,4356.238,5322.194,1984.936,,,,,,,,,,76.135,85.920
ghg_excLUC,1936,3951.709,4658.328,921.938,4707.603,5738.371,2043.869,,,,,,,,,,75.818,85.702
ghg_excLUC,1937,4214.786,4944.515,967.004,4994.593,6049.186,2115.879,,,,,,,,,,75.509,85.495
ghg_excLUC,1938,3882.904,4649.600,981.427,4649.252,5741.944,2156.319,,,,,,,,,,75.120,85.271
ghg_excLUC,1939,4116.153,4886.250,1021.832,4909.994,6005.887,2222.717,,,,,,,,,,74.767,85.073
ghg_excLUC,1940,4309.670,5299.281,1068.071,5082.313,6404.082,2270.246,,,,,,,,,,74.339,84.887
ghg_excLUC,1941,4503.874,5428.341,1083.367,5282.729,6538.892,2320.908,,,,,,,,,,74.005,84.725
ghg_excLUC,1942,4685.601,5448.762,1060.710,5491.010,6637.378,2309.368,,,,,,,,,,73.777,84.580
ghg_excLUC,1943,4770.538,5577.749,1066.471,5587.393,6846.104,2389.849,,,,,,,,,,73.529,84.437
ghg_excLUC,1944,4765.989,5647.392,1108.559,5580.498,6801.486,2482.520,,,,,,,,,,73.261,84.288
ghg_excLUC,1945,4048.929,4744.196,1080.080,4863.847,5898.513,2528.413,,,,,,,,,,73.005,84.088
ghg_excLUC,1946,4260.319,5067.128,1149.380,5168.276,6326.385,2707.887,,,,,,,,,,72.713,83.865
ghg_excLUC,1947,4758.645,5652.870,1208.623,5748.586,7008.176,2776.634,,,,,,,,,,72.457,83.686
ghg_excLUC,1948,5034.457,5976.897,1195.003,6075.073,7393.881,2799.293,,,,,,,,,,72.261,83.568
ghg_excLUC,1949,4690.419,5737.802,1209.447,5750.566,7185.454,2891.573,,,,,,,,,,71.994,83.426
ghg_excLUC,1950,5192.712,6314.183,1285.104,6286.860,7810.674,2814.693,,,,,,,,,,71.783,83.317
ghg_excLUC,1951,5524.094,6730.463,1369.674,6659.186,8282.430,2947.737,,,,,,,,,,71.595,83.218
ghg_excLUC,1952,5489.329,6776.661,1452.978,6639.586,8358.087,3058.357,,,,,,,,,,71.394,83.122
ghg_excLUC,1953,5606.618,6973.223,1488.148,6780.220,8592.149,3132.984,,,,,,,,,,71.187,83.034
ghg_excLUC,1954,5593.241,7064.637,1593.276,6799.784,8735.153,3281.524,,,,,,,,,,70.942,82.920
ghg_excLUC,1955,6040.596,7657.142,1791.016,7291.614,9397.135,3496.462,,,,,,,,,,70.653,82.767
ghg_excLUC,1956,6364.776,8112.986,1894.884,7654.328,9912.686,3640.780,,,,,,,,,,70.358,82.617
ghg_excLUC,1957,6411.051,8305.001,2037.649,7726.047,10153.612,3825.692,,,,,,,,,,70.007,82.438
ghg_excLUC,1958,6278.590,8274.378,2370.933,7611.049,10161.926,4209.267,,,,,,,,,,69.598,82.204
ghg_excLUC,1959,6408.897,8499.378,2737.848,7778.387,10441.765,4618.767,,,,,,,,,,69.086,81.855
ghg_excLUC,1960,6748.956,8927.254,2916.064,8134.796,10902.814,4843.611,,,,,,,,,,68.592,81.497
ghg_excLUC,1961,6898.499,9154.357,2732.730,8321.274,11183.376,4684.996,,,,,,,,,,68.154,81.218
ghg_excLUC,1962,7210.486,9581.650,2677.914,8692.513,11697.602,4673.353,,,,,,,,,,67.749,80.998
ghg_excLUC,1963,7575.653,10100.835,2791.500,9144.863,12331.325,4816.614,,,,,,,,,,67.348,80.778
ghg_excLUC,1964,7928.415,10598.999,2903.592,9524.582,12872.726,4963.704,,,,,,,,,,66.970,80.581
ghg_excLUC,1965,8202.037,10982.646,3123.912,9860.374,13349.254,5204.246,,,,,,,,,,66.569,80.365
ghg_excLUC,1966,8529.984,11422.924,3386.761,10194.626,13839.799,5526.207,,,,,,,,,,66.152,80.107
ghg_excLUC,1967,8826.025,11818.596,3377.397,10536.778,14313.971,5494.468,,,,,,,,,,65.772,79.877
ghg_excLUC,1968,9271.552,12356.956,3562.973,11022.069,14911.023,5779.807,,,,,,,,,,65.405,79.639
ghg_excLUC,1969,9806.168,13018.927,3925.062,11606.642,15640.609,6159.526,,,,,,,,,,65.026,79.351
ghg_excLUC,1970,10352.019,13720.338,4400.266,12144.936,16354.745,6724.421,,,,,,,,,,64.590,78.996
ghg_excLUC,1971,10493.988,14029.147,4705.308,12286.099,16642.457,6970.823,,,,,,,,,,64.140,78.634
ghg_excLUC,1972,10894.134,14589.731,4929.128,12739.251,17297.102,7187.077,,,,,,,,,,63.690,78.270
ghg_excLUC,1973,11351.976,15201.677,5292.569,13274.075,18017.206,7568.917,,,,,,,,,,63.216,77.873
ghg_excLUC,1974,11065.645,15045.900,5398.539,12997.178,17857.445,7662.747,,,,,,,,,,62.746,77.496
ghg_excLUC,1975,10668.250,14849.101,5634.344,12567.922,17635.179,8027.605,,,,,,,,,,62.263,77.134
ghg_excLUC,1976,11153.432,15510.220,5932.557,13130.168,18392.126,8313.810,,,,,,,,,,61.782,76.770
ghg_excLUC,1977,11257.169,15761.662,6239.649,13200.678,18608.023,8669.339,,,,,,,,,,61.301,76.404
ghg_excLUC,1978,11475.918,16133.583,6585.754,13448.470,19025.561,9039.843,,,,,,,,,,60.822,76.041
ghg_excLUC,1979,11743.637,16437.350,6882.277,13756.335,19385.358,9406.889,,,,,,,,,,60.383,75.707
ghg_excLUC,1980,11421.004,16249.745,6874.362,13384.493,19154.857,9472.928,,,,,,,,,,59.975,75.423
ghg_excLUC,1981,11008.270,15717.598,6746.115,12978.811,18634.061,9413.678,,,,,,,,,,59.615,75.182
ghg_excLUC,1982,10594.202,15398.500,6985.404,12468.414,18220.199,9683.582,,,,,,,,,,59.218,74.912
ghg_excLUC,1983,10536.266,15401.039,7205.304,12408.100,18227.568,9935.470,,,,,,,,,,58.816,74.640
ghg_excLUC,1984,10745.463,15656.590,7572.256,12686.045,18575.029,10312.986,,,,,,,,,,58.397,74.336
ghg_excLUC,1985,10807.509,15979.126,7965.446,12728.306,18870.224,10723.665,,,,,,,,,,57.967,74.034
ghg_excLUC,1986,10775.297,15987.416,8309.797,12660.713,18868.080,11067.876,,,,,,,,,,57.544,73.742
ghg_excLUC,1987,11019.668,16258.655,8644.397,12891.429,19131.385,11486.931,,,,,,,,,,57.111,73.429
ghg_excLUC,1988,11326.159,16606.834,9197.088,13222.606,19498.968,11996.911,,,,,,,,,,56.654,73.078
ghg_excLUC,1989,11531.850,16695.624,9459.592,13437.741,19605.875,12385.934,,,,,,,,,,56.219,72.731
ghg_excLUC,1990,11974.952,17191.796,9463.708,13368.744,19234.575,12387.395,,,,,,,,,,55.842,72.439
ghg_excLUC,1991,11958.915,16845.831,10244.694,13340.249,18845.690,12998.885,,,,,,,,,,55.475,72.108
ghg_excLUC,1992,12019.986,16314.093,10110.023,13391.880,18262.716,12980.675,,,,,,,,,,55.172,71.791
ghg_excLUC,1993,12052.668,16109.819,10547.612,13437.762,18043.395,13371.601,,,,,,,,,,54.891,71.470
ghg_excLUC,1994,12213.090,15887.724,11026.964,13610.468,17798.919,13774.496,,,,,,,,,,54.620,71.110
ghg_excLUC,1995,12340.436,15970.284,11547.357,13777.983,17879.937,14421.959,,,,,,,,,,54.337,70.723
ghg_excLUC,1996,12633.131,16230.738,12061.251,14105.386,18155.737,15040.640,,,,,,,,,,54.051,70.317
ghg_excLUC,1997,12636.197,16096.977,12309.654,14108.635,18006.533,15381.162,,,,,,,,,,53.780,69.916
ghg_excLUC,1998,12673.241,16041.100,12150.263,14173.652,17960.852,15437.890,,,,,,,,,,53.543,69.549
ghg_excLUC,1999,12754.268,16079.748,12603.699,14204.499,17934.118,16048.561,,,,,,,,,,53.307,69.185
ghg_excLUC,2000,13032.554,16354.440,13086.375,14474.385,18171.378,16583.920,,,,,,,,,,53.039,68.777
ghg_excLUC,2001,12920.487,16301.445,13295.259,14360.838,18098.643,16920.435,,,,,,,,,,52.742,68.350
ghg_excLUC,2002,12969.549,16327.813,13739.213,14415.983,18104.141,17595.803,,,,,,,,,,52.452,67.927
ghg_excLUC,2003,13121.954,16583.225,15046.211,14549.836,18333.012,18987.055,,,,,,,,,,52.115,67.446
ghg_excLUC,2004,13221.197,16715.097,15896.494,14652.649,18462.667,20117.174,,,,,,,,,,51.768,66.954
ghg_excLUC,2005,13222.099,16770.260,16897.812,14638.534,18485.887,21348.936,,,,,,,,,,51.393,66.436
ghg_excLUC,2006,13118.285,16797.792,17918.057,14529.595,18493.012,22361.418,,,,,,,,,,50.995,65.899
ghg_excLUC,2007,13191.788,16932.345,18668.969,14614.020,18620.751,23128.173,,,,,,,,,,50.597,65.366
